# eigenvalues
# kx ky  E
0 0 0.00067111265667565
0 0 0.00067386554609872
0 0 0.020402604156956
0 0 0.025854066883696
0 1 0.019534505849404
0 1 0.02061857354683
0 1 0.025449330370536
0 1 0.033443866466508
0 2 0.018841979278061
0 2 0.020402604155046
0 2 0.025854066514591
0 2 0.036060401163828
0 3 0.019534505849404
0 3 0.020618573546829
0 3 0.025449330370536
0 3 0.033443866111408
1 0 0.025449330370537
1 0 0.033443865523881
1 0 0.03438950138996
1 0 0.036209394545699
1 1 0.018520932898245
1 1 0.028154267085059
1 1 0.028188363350517
1 1 0.036934612843057
1 2 0.019534505849406
1 2 0.020618573546833
1 2 0.039134537885825
1 2 0.04226240872157
1 3 0.018520932898243
1 3 0.02815426707396
1 3 0.028188363314352
1 3 0.036934612988337
