"UCarea","t2","rmsB","rmsTrace","traceIneq","detIneq"
25,-0.25,1.0556772446386151e-8,4.3508368379665346e-7,0.014062293286372023,1.1122154814594263
25,-0.24,3.593108071373944e-9,1.6333521187044314e-7,0.011033241516657352,0.871329183240805
25,-0.23,6.036992715260373e-10,4.0653580148981376e-8,0.008658593876536448,0.6829884868447663
25,-0.22,4.778911069841765e-10,7.984715769542616e-9,0.006783989253424323,0.5346205697636793
25,-0.21,6.957991482189033e-10,2.14299325237811e-8,0.005296374086274657,0.41707783091280953
25,-0.2,5.760053194197099e-10,1.9935484105290336e-8,0.004111647352575333,0.32359191101061296
25,-0.19,3.7159310945203757e-10,1.3710132305235718e-8,0.0031663655735342145,0.2490794856412119
25,-0.18,1.9110953304701768e-10,7.458040399587653e-9,0.002412062845998209,0.18967144710283865
25,-0.17,6.862990390498583e-11,2.919211475189092e-9,0.0018112915662951638,0.1423873427714893
25,-0.16,2.901456822358942e-12,3.382718989693622e-10,0.0013348175341250255,0.10490629265898388
25,-0.15,2.124983014738491e-11,6.987584379177888e-10,0.0009596033053132904,0.07540322860179009
25,-0.14,2.138530970871245e-11,7.890810260172477e-10,0.0006673385476921673,0.05243013546202786
25,-0.13,1.2017274916752982e-11,4.703154028852502e-10,0.00044335565343436444,0.0348287906533968
25,-0.12,2.6197815211865613e-12,1.1626348280263602e-10,0.0002758204145187469,0.021665872231974984
25,-0.11,2.4401965433755637e-12,8.64885657141354e-11,0.00015512157448191257,0.012184164910274391
25,-0.1,2.8492304745045296e-12,1.1045509452280565e-10,0.00007340585798057109,0.00576549420681535
25,-0.09,7.297673548435642e-13,3.0621602316524313e-11,0.00002422057524224861,0.001902302568322296
25,-0.08,1.0459906869326083e-12,4.045949543939254e-11,2.236579038807573e-6,0.0001756607033753495
25,-0.07,6.569178495990886e-13,2.662876401993804e-11,3.031807115680884e-6,0.00023811793500737945
25,-0.06,1.0610154787361004e-12,4.252403748179117e-11,0.000022920908772434835,0.0018002245964840254
25,-0.05,8.116539574959807e-13,3.306554891641872e-11,0.00005882021474953815,0.004619864730222005
25,-0.04,1.6473189784367212e-11,6.81111240993624e-10,0.00010814002300536907,0.00849375677851476
25,-0.03,6.236877071597081e-11,2.6058345164792043e-9,0.00016869814996521164,0.013250639300026313
25,-0.02,1.6208562570934285e-10,6.834343474479267e-9,0.00023865015047523416,0.018745775561976423
25,-0.01,3.467962927123053e-10,1.4744998256071209e-8,0.0003164326878028203,0.024856497265922668
25,0.,6.558155176860313e-10,2.8099809167083802e-8,0.0004007173411063276,0.031478572116090536
36,-0.25,1.9087597454499656e-13,1.0948387778010537e-11,0.01421696293340827,1.6193303588942791
36,-0.24,1.2736121591902761e-13,3.2089615125287944e-12,0.010405038568068207,1.1829043698941273
36,-0.23,9.493276065411407e-14,3.236121342443884e-12,0.0077005761671380315,0.8742679188286083
36,-0.22,1.3074856150811838e-13,5.052353520294022e-12,0.005740158402000298,0.6510598665006438
36,-0.21,7.56890379370897e-14,2.953502691836102e-12,0.004294817414787698,0.48677547219556844
36,-0.2,6.30432292143065e-14,2.510882368478839e-12,0.003215102911434899,0.36420410990903956
36,-0.19,6.192931417714349e-14,2.4347838542593138e-12,0.002400496627591061,0.27181562766914674
36,-0.18,4.85765787809275e-14,1.9236494679343354e-12,0.0017816290561217681,0.20167699604844286
36,-0.17,4.339967548542193e-14,1.7000899823692376e-12,0.001309548070702274,0.14820337376745485
36,-0.16,4.833398160709014e-14,1.9116285890544767e-12,0.0009490306654556128,0.10738377067666312
36,-0.15,4.32239176462387e-14,1.7074248484254855e-12,0.0006742950574707889,0.07628668555952377
36,-0.14,4.520119933753845e-14,1.782859027162661e-12,0.00046618223350620286,0.05273625796931184
36,-0.13,3.3661356152357586e-14,1.3342658360215515e-12,0.0003102618182679861,0.03509522847280523
36,-0.12,2.393434466992294e-14,9.876528322158319e-13,0.00019553361960698314,0.022116493431567567
36,-0.11,2.4687606512213516e-14,9.809088552720932e-13,0.00011352148898309352,0.012839706679248783
36,-0.1,3.4088404194704825e-14,1.3610591100024048e-12,0.00005763067709144818,0.006518063838594661
36,-0.09,4.623287215263892e-14,1.8351509682586146e-12,0.000022685336590763667,0.002565680225329883
36,-0.08,3.4282339751302766e-14,1.3573239531345704e-12,4.5911971792329106e-6,0.000519253359855897
36,-0.07,3.096791133999383e-14,1.2091274126776843e-12,8.651062844210907e-8,9.784121996701756e-6
36,-0.06,4.0552156977111294e-14,1.5942082828157935e-12,6.5560930675553505e-6,0.0007414790880134901
36,-0.05,1.2295885251312278e-14,4.876387659677048e-13,0.000021891037442748583,0.002475845105862672
36,-0.04,2.432848222061399e-14,9.544863458708323e-13,0.00004438186574466061,0.0050195821482759
36,-0.03,4.0676076424567744e-14,1.6096417141107488e-12,0.00007263642873462751,0.008215284905887703
36,-0.02,9.055769403306151e-14,3.5856776247144716e-12,0.00010551630273861865,0.01193424228998251
36,-0.01,8.448856998523764e-14,3.358547997651723e-12,0.00014208713985073432,0.016070818577302724
36,0.,1.0313594387919697e-13,4.072619607915807e-12,0.0001815796348615081,0.020538037364597354
49,-0.25,4.5457989911391287e-13,1.7840669323355324e-11,0.01429795781773418,2.216734502574042
49,-0.24,2.5508053144429976e-13,1.0049432409872818e-11,0.009649973336777955,1.492665489723746
49,-0.23,1.6750571124644803e-13,6.575065634168453e-12,0.0066996745251030835,1.034789568832473
49,-0.22,1.82193656006881e-13,7.141760423067594e-12,0.004743352139475197,0.7319140874656379
49,-0.21,1.2956012426909907e-13,5.0936020951937305e-12,0.00340238459956217,0.5246474270538931
49,-0.2,1.1738690534410533e-13,4.576686179629124e-12,0.002459555130484168,0.37908471339256006
49,-0.19,4.050134249227455e-14,1.5846877654408932e-12,0.0017836653058440435,0.27481881525027463
49,-0.18,1.036137435782069e-13,4.099071044713031e-12,0.0012920617712357599,0.19902595055649205
49,-0.17,9.952038804027711e-14,3.906595402917559e-12,0.0009308146559443194,0.14335447094802223
49,-0.16,4.3973956511083796e-15,6.050073767546796e-14,0.0006636775033213025,0.10219911644766876
49,-0.15,5.147453116461077e-14,2.02291463386401e-12,0.0004656644573311991,0.07170016409427003
49,-0.14,3.902704230383045e-14,1.5585571360509772e-12,0.00031917177825833217,0.049140518858774684
49,-0.13,6.559930083465936e-14,2.5925599982910453e-12,0.00021155905613579873,0.0325704313717322
49,-0.12,5.223141263340527e-14,2.0725135206122855e-12,0.00013359768395963272,0.02056713939006958
49,-0.11,7.777897268511201e-14,3.077775455343635e-12,0.00007845065076104132,0.012077013123092064
49,-0.1,8.046343518175615e-15,2.318591484066109e-13,0.000040986787067444995,0.00630955496966409
49,-0.09,5.804333945988884e-14,2.2704957462709442e-12,0.00001731068007957249,0.0026647952274728034
49,-0.08,4.314490932604697e-14,1.6959452959859481e-12,4.434699646546507e-6,0.0006826704854165847
49,-0.07,2.7679527305333348e-14,1.0860629918990746e-12,4.650490536890731e-8,7.158874149839162e-6
49,-0.06,4.197239600414116e-14,1.6618289118979411e-12,2.3418417969575815e-6,0.00036049895838899897
49,-0.05,3.706964495895316e-14,1.4667091417706459e-12,9.902707954463794e-6,0.00152441100131585
49,-0.04,4.9837073148422124e-14,1.9706108700419003e-12,0.00002160750527230111,0.0033262529470963233
49,-0.03,1.4608705734324436e-14,5.119738970601454e-13,0.00003656405046966218,0.005628701166887707
49,-0.02,4.381333224654235e-14,1.7367528818207406e-12,0.000054059122014465546,0.008321980221820733
49,-0.01,2.919399740665974e-14,1.1254262497219145e-12,0.0000735201066552692,0.011317957154419536
49,0.,9.733523257784784e-14,3.840339171592684e-12,0.00009448559262937968,0.014545614083075266
64,-0.25,7.565743475118649e-13,2.971567855589366e-11,0.01434541589515614,2.905005367588992
64,-0.24,2.1232473460199323e-13,8.473252986365241e-12,0.008845362190664775,1.7863311782509497
64,-0.23,1.9213273215532643e-13,7.600463343586739e-12,0.005748146909051151,1.159055173481704
64,-0.22,3.2360331772640474e-13,1.2735361746689343e-11,0.0038698498169071334,0.7795849976904222
64,-0.21,1.8615514149898554e-13,7.336182465436215e-12,0.002668382687464382,0.5372259798940625
64,-0.2,1.857488787364677e-13,7.350532465026766e-12,0.0018689172284765594,0.37611924439190303
64,-0.19,1.5949548430632512e-13,6.284888942274917e-12,0.0013209529338267276,0.2657687642443294
64,-0.18,1.6989066322313468e-13,6.6942975835016614e-12,0.0009369436524398194,0.18847195135673353
64,-0.17,2.1203820524121204e-13,8.361916616335087e-12,0.0006634313107002144,0.13343502744875327
64,-0.16,1.0463132634265856e-13,4.135908279820825e-12,0.0004664470046633601,0.09380660772525388
64,-0.15,9.84819214480854e-14,3.8485616880535305e-12,0.000323677025182641,0.06508965963393067
64,-0.14,1.332852527775226e-13,5.2232171971484475e-12,0.0002200465280443786,0.044247847337960965
64,-0.13,5.511633186148999e-14,2.1616636243986053e-12,0.00014512386351667745,0.02918100133920986
64,-0.12,6.691449927367225e-14,2.6361633709548213e-12,0.00009153951082067427,0.018405953098691797
64,-0.11,6.646666878008759e-14,2.62068384401984e-12,0.00005399276659064125,0.010856182917324455
64,-0.1,1.0990369735726128e-13,4.344889979735481e-12,0.000028610583091045454,0.005752581341018268
64,-0.09,9.895000827404974e-14,3.916993234152022e-12,0.000012523726460927005,0.0025180603785410877
64,-0.08,5.1906413184880817e-14,2.0578540038627457e-12,3.5806019775128225e-6,0.0007199240324172593
64,-0.07,4.166065057779393e-14,1.6450168515401546e-12,1.5034341889793758e-7,0.000030228340222237138
64,-0.06,7.846538070664479e-14,3.093947501039474e-12,9.850028450165808e-7,0.00019804667044741084
64,-0.05,6.907263416012992e-14,2.6969293153220073e-12,5.121613030859013e-6,0.0010297640368397748
64,-0.04,6.96490011133324e-14,2.6964746183386955e-12,0.000011811612577716059,0.0023748796447795144
64,-0.03,5.233827509709844e-14,2.0539038431056412e-12,0.000020469341949753567,0.004115647516630703
64,-0.02,5.748797587745764e-14,2.2826773823925893e-12,0.000030634020764385056,0.006159429675944844
64,-0.01,4.8066310858941376e-14,1.902805672501986e-12,0.00004194137936443877,0.008432991516669175
64,0.,4.656551741790077e-13,1.84010106866438e-11,0.00005410228698440596,0.010878204489202603
81,-0.25,7.386658212003487e-13,2.931662070916309e-11,0.014375604989237515,3.6844399272367716
81,-0.24,1.1094477682860527e-12,4.377423375384041e-11,0.008035705408366588,2.05305381698845
81,-0.23,3.257311875067349e-13,1.2836111120791107e-11,0.004887425668323961,1.2467375881516092
81,-0.22,2.775349996579866e-13,1.0949921693775094e-11,0.0031373644544503364,0.7996143871578459
81,-0.21,4.3791973109387523e-13,1.7302525595632097e-11,0.0020872286311765325,0.5316892929414477
81,-0.2,2.5388621060739044e-13,1.0011099289106365e-11,0.0014218216280518718,0.362066749204604
81,-0.19,2.426246710974522e-13,9.548922241794288e-12,0.0009830278713761364,0.2502730765302205
81,-0.18,7.689123108518852e-14,2.9618390045368983e-12,0.0006849839504012117,0.17436688307082812
81,-0.17,1.2846833893990395e-13,5.039131398218767e-12,0.00047809176671756096,0.12168861835827842
81,-0.16,1.436020973296819e-13,5.6720514713417896e-12,0.0003322495872364326,0.08456126724582508
81,-0.15,1.54549347179244e-13,6.085917667067951e-12,0.00022843470765911635,0.05813619215564151
81,-0.14,7.857206662106363e-14,3.0714261011960977e-12,0.00015421482145022597,0.03924591807935726
81,-0.13,1.246299322841411e-13,4.9253780332597355e-12,0.00010123121268775786,0.02576150983004967
81,-0.12,1.8925851875567899e-13,7.455621015040436e-12,0.00006372654971335211,0.01621694840247747
81,-0.11,8.013432624094136e-14,3.1603346383546944e-12,0.000037651987942037304,0.009581444282469327
81,-0.1,1.684095887393644e-13,6.653056987364524e-12,0.000020108416386555567,0.005117020155887653
81,-0.09,1.3285710556336466e-13,5.253945126295798e-12,8.987122875350318e-6,0.002286954491893721
81,-0.08,9.751035827951695e-14,3.8471605042636175e-12,2.733083042225552e-6,0.0006954858725935128
81,-0.07,9.671813132804324e-14,3.823814866154299e-12,1.8566816836882172e-7,0.00004724679843894445
81,-0.06,9.587574786971996e-14,3.790612783162461e-12,4.693931056407925e-7,0.00011944602455064585
81,-0.05,5.775364125146968e-14,2.2515369825054235e-12,2.9176951400935546e-6,0.0007424640621655878
81,-0.04,4.51789702051541e-14,1.834021634686629e-12,7.018932931226155e-6,0.0017861071470140282
81,-0.03,5.2929940799516567e-14,2.111384350696569e-12,0.000012377591242327614,0.003149732819922877
81,-0.02,9.940223355948062e-14,3.933609986496283e-12,0.00001868605464483219,0.004755066158035936
81,-0.01,1.0359170620796062e-13,4.09567286227354e-12,0.000025703832413515593,0.006540912719610401
81,0.,5.238324295740457e-13,2.0671314219096612e-11,0.000033242105311820426,0.008459226059740196
