6,2,-0.25,0.5,0,0.0
6,2,-0.2,0.5,0,0.0
6,2,-0.15,0.5,0,0.0
6,2,-0.1,0.5,0,0.0
6,2,-0.05,0.5,0,0.0
6,2,0.0,0.5,0,0.0
6,4,-0.25,1.0,0,0.4223892665425595
6,4,-0.2,1.0,0,0.5085752603134406
6,4,-0.15,1.0,0,0.5968556292078393
6,4,-0.1,1.0,0,0.6868049650230414
6,4,-0.05,1.0,0,0.7143928939823994
6,4,0.0,1.0,0,0.7066895946897596
6,6,-0.25,1.5,0,1.0198585219370386
6,6,-0.2,1.5,0,1.08571399314372
6,6,-0.15,1.5,0,1.1460789541342802
6,6,-0.1,1.5,0,1.1984397905196005
6,6,-0.05,1.5,0,1.2426033018006
6,6,0.0,1.5,0,1.2867363159224394
6,8,-0.25,2.0,0,0.94325799224384
6,8,-0.2,2.0,0,1.0302864769945597
6,8,-0.15,2.0,0,1.1142511977369587
6,8,-0.1,2.0,0,1.1951339211622418
6,8,-0.05,2.0,0,1.2731242231993587
6,8,0.0,2.0,0,1.3480371396102395
6,3,-0.25,0.3333333333333333,0,0.21173728519529922
6,3,-0.2,0.3333333333333333,0,0.2424554038340998
6,3,-0.15,0.3333333333333333,0,0.27558978110190124
6,3,-0.1,0.3333333333333333,0,0.3115077309323986
6,3,-0.05,0.3333333333333333,0,0.3506147335817993
6,3,0.0,0.3333333333333333,0,0.3933461611943996
6,6,-0.25,0.6666666666666666,0,1.0198585219370386
6,6,-0.2,0.6666666666666666,0,1.08571399314372
6,6,-0.15,0.6666666666666666,0,1.1460789541342802
6,6,-0.1,0.6666666666666666,0,1.1984397905196005
6,6,-0.05,0.6666666666666666,0,1.2426033018006
6,6,0.0,0.6666666666666666,0,1.2867363159224394
6,9,-0.25,1.0,0,1.3062313014548408
6,9,-0.2,1.0,0,1.3111364706099298
6,9,-0.15,1.0,0,1.3161498863546697
6,9,-0.1,1.0,0,1.3212659878843491
6,9,-0.05,1.0,0,1.3264821582493498
6,9,0.0,1.0,0,1.3318034774286596
6,12,-0.25,1.3333333333333333,0,1.4378356615046421
6,12,-0.2,1.3333333333333333,0,1.4544409113590422
6,12,-0.15,1.3333333333333333,0,1.4709567781800015
6,12,-0.1,1.3333333333333333,0,1.4871846199031986
6,12,-0.05,1.3333333333333333,0,1.503392637346558
6,12,0.0,1.3333333333333333,0,1.5197942484791989
6,4,-0.25,0.25,0,0.0
6,4,-0.2,0.25,0,0.0
6,4,-0.15,0.25,0,0.0
6,4,-0.1,0.25,0,0.0
6,4,-0.05,0.25,0,0.0
6,4,0.0,0.25,0,0.0
6,8,-0.25,0.5,0,0.94325799224384
6,8,-0.2,0.5,0,1.0302864769945597
6,8,-0.15,0.5,0,1.1142511977369587
6,8,-0.1,0.5,0,1.1951339211622418
6,8,-0.05,0.5,0,1.2731242231993587
6,8,0.0,0.5,0,1.3480371396102395
6,12,-0.25,0.75,0,1.4378356615046421
6,12,-0.2,0.75,0,1.4544409113590422
6,12,-0.15,0.75,0,1.4709567781800015
6,12,-0.1,0.75,0,1.4871846199031986
6,12,-0.05,0.75,0,1.503392637346558
6,12,0.0,0.75,0,1.5197942484791989
6,16,-0.25,1.0,0,1.4264091943080963
6,16,-0.2,1.0,0,1.4300851914864658
6,16,-0.15,1.0,0,1.4338831682583049
6,16,-0.1,1.0,0,1.4378428955932137
6,16,-0.05,1.0,0,1.4420157694074902
6,16,0.0,1.0,0,1.4464705196984298
