8,4,6,3,2,0,0
8,4,6,3,2,0,0.1
8,4,6,3,2,0,0.2
8,4,6,3,2,0,0.3
8,4,6,3,2,0,0.4
8,4,6,3,2,0,0.5
8,4,6,3,2,0,0.6
8,4,6,3,2,0,0.7
8,4,6,3,2,0,0.8
8,4,6,3,2,0,0.9
8,4,6,3,2,0,1.
8,4,6,3,2,0,1.1
8,4,6,3,2,0,1.2
8,4,6,3,2,0,1.3
8,4,6,3,2,0,1.4
8,4,6,3,2,0,1.5
8,4,6,3,2,0,1.6
8,4,6,3,2,0,1.7
8,4,6,3,2,0,1.8
8,4,6,3,2,0,1.9
8,4,6,3,2,0,2.
8,4,6,3,2,0,2.1
8,4,6,3,2,0,2.2
8,4,6,3,2,0,2.3
8,4,6,3,2,0,2.4
8,4,6,3,2,0,2.5
8,4,6,3,2,0,2.6
8,4,6,3,2,0,2.7
8,4,6,3,2,0,2.8
8,4,6,3,2,0,2.9
8,4,6,3,2,0,3.
8,4,6,3,2,-0.25,0
8,4,6,3,2,-0.25,0.1
8,4,6,3,2,-0.25,0.2
8,4,6,3,2,-0.25,0.3
8,4,6,3,2,-0.25,0.4
8,4,6,3,2,-0.25,0.5
8,4,6,3,2,-0.25,0.6
8,4,6,3,2,-0.25,0.7
8,4,6,3,2,-0.25,0.8
8,4,6,3,2,-0.25,0.9
8,4,6,3,2,-0.25,1.
8,4,6,3,2,-0.25,1.1
8,4,6,3,2,-0.25,1.2
8,4,6,3,2,-0.25,1.3
8,4,6,3,2,-0.25,1.4
8,4,6,3,2,-0.25,1.5
8,4,6,3,2,-0.25,1.6
8,4,6,3,2,-0.25,1.7
8,4,6,3,2,-0.25,1.8
8,4,6,3,2,-0.25,1.9
8,4,6,3,2,-0.25,2.
8,4,6,3,2,-0.25,2.1
8,4,6,3,2,-0.25,2.2
8,4,6,3,2,-0.25,2.3
8,4,6,3,2,-0.25,2.4
8,4,6,3,2,-0.25,2.5
8,4,6,3,2,-0.25,2.6
8,4,6,3,2,-0.25,2.7
8,4,6,3,2,-0.25,2.8
8,4,6,3,2,-0.25,2.9
8,4,6,3,2,-0.25,3.
