8,1,24,24,1,-0.25
8,1,24,24,1,-0.24
8,1,24,24,1,-0.23
8,1,24,24,1,-0.22
8,1,24,24,1,-0.21
8,1,24,24,1,-0.2
8,1,24,24,1,-0.19
8,1,24,24,1,-0.18
8,1,24,24,1,-0.17
8,1,24,24,1,-0.16
8,1,24,24,1,-0.15
8,1,24,24,1,-0.14
8,1,24,24,1,-0.13
8,1,24,24,1,-0.12
8,1,24,24,1,-0.11
8,1,24,24,1,-0.1
8,1,24,24,1,-0.09
8,1,24,24,1,-0.08
8,1,24,24,1,-0.07
8,1,24,24,1,-0.06
8,1,24,24,1,-0.05
8,1,24,24,1,-0.04
8,1,24,24,1,-0.03
8,1,24,24,1,-0.02
8,1,24,24,1,-0.01
8,1,24,24,1,0
8,1,24,24,1,0.01
8,1,24,24,1,0.02
8,1,24,24,1,0.03
8,1,24,24,1,0.04
8,1,24,24,1,0.05
8,1,24,24,1,0.06
8,1,24,24,1,0.07
8,1,24,24,1,0.08
8,1,24,24,1,0.09
8,1,24,24,1,0.1
8,1,24,24,1,0.11
8,1,24,24,1,0.12
8,1,24,24,1,0.13
8,1,24,24,1,0.14
8,1,24,24,1,0.15
8,1,24,24,1,0.16
8,1,24,24,1,0.17
8,1,24,24,1,0.18
8,1,24,24,1,0.19
8,1,24,24,1,0.2
8,1,24,24,1,0.21
8,1,24,24,1,0.22
8,1,24,24,1,0.23
8,1,24,24,1,0.24
8,1,24,24,1,0.25
