8,6,4,4,6,0,1.
8,6,4,4,6,0,1.02
8,6,4,4,6,0,1.04
8,6,4,4,6,0,1.06
8,6,4,4,6,0,1.08
8,6,4,4,6,0,1.1
8,6,4,4,6,0,1.12
8,6,4,4,6,0,1.1400000000000001
8,6,4,4,6,0,1.16
8,6,4,4,6,0,1.18
8,6,4,4,6,0,1.2
8,6,4,4,6,0,1.22
8,6,4,4,6,0,1.24
8,6,4,4,6,0,1.26
8,6,4,4,6,0,1.28
8,6,4,4,6,0,1.3
8,6,4,4,6,0,1.32
8,6,4,4,6,0,1.34
8,6,4,4,6,0,1.3599999999999999
8,6,4,4,6,0,1.38
8,6,4,4,6,0,1.4
8,6,4,4,6,0,1.42
8,6,4,4,6,0,1.44
8,6,4,4,6,0,1.46
8,6,4,4,6,0,1.48
8,6,4,4,6,0,1.5
8,6,4,4,6,0,1.52
8,6,4,4,6,0,1.54
8,6,4,4,6,0,1.56
8,6,4,4,6,0,1.58
8,6,4,4,6,0,1.6
8,6,4,6,9,0,1.
8,6,4,6,9,0,1.02
8,6,4,6,9,0,1.04
8,6,4,6,9,0,1.06
8,6,4,6,9,0,1.08
8,6,4,6,9,0,1.1
8,6,4,6,9,0,1.12
8,6,4,6,9,0,1.1400000000000001
8,6,4,6,9,0,1.16
8,6,4,6,9,0,1.18
8,6,4,6,9,0,1.2
8,6,4,6,9,0,1.22
8,6,4,6,9,0,1.24
8,6,4,6,9,0,1.26
8,6,4,6,9,0,1.28
8,6,4,6,9,0,1.3
8,6,4,6,9,0,1.32
8,6,4,6,9,0,1.34
8,6,4,6,9,0,1.3599999999999999
8,6,4,6,9,0,1.38
8,6,4,6,9,0,1.4
8,6,4,6,9,0,1.42
8,6,4,6,9,0,1.44
8,6,4,6,9,0,1.46
8,6,4,6,9,0,1.48
8,6,4,6,9,0,1.5
8,6,4,6,9,0,1.52
8,6,4,6,9,0,1.54
8,6,4,6,9,0,1.56
8,6,4,6,9,0,1.58
8,6,4,6,9,0,1.6
8,6,4,8,12,0,1.
8,6,4,8,12,0,1.02
8,6,4,8,12,0,1.04
8,6,4,8,12,0,1.06
8,6,4,8,12,0,1.08
8,6,4,8,12,0,1.1
8,6,4,8,12,0,1.12
8,6,4,8,12,0,1.1400000000000001
8,6,4,8,12,0,1.16
8,6,4,8,12,0,1.18
8,6,4,8,12,0,1.2
8,6,4,8,12,0,1.22
8,6,4,8,12,0,1.24
8,6,4,8,12,0,1.26
8,6,4,8,12,0,1.28
8,6,4,8,12,0,1.3
8,6,4,8,12,0,1.32
8,6,4,8,12,0,1.34
8,6,4,8,12,0,1.3599999999999999
8,6,4,8,12,0,1.38
8,6,4,8,12,0,1.4
8,6,4,8,12,0,1.42
8,6,4,8,12,0,1.44
8,6,4,8,12,0,1.46
8,6,4,8,12,0,1.48
8,6,4,8,12,0,1.5
8,6,4,8,12,0,1.52
8,6,4,8,12,0,1.54
8,6,4,8,12,0,1.56
8,6,4,8,12,0,1.58
8,6,4,8,12,0,1.6
