8,96,-0.25,1.0,0,1.2785509137941256
8,96,-0.24,1.0,0,1.278539297736764
8,96,-0.23,1.0,0,1.2785271369885187
8,96,-0.22,1.0,0,1.2785143957463143
8,96,-0.21,1.0,0,1.2785010318638201
8,96,-0.2,1.0,0,1.278487000221797
8,96,-0.19,1.0,0,1.2784722505370947
8,96,-0.18,1.0,0,1.2784567288977173
8,96,-0.17,1.0,0,1.278440374933804
8,96,-0.16,1.0,0,1.2784231216323787
8,96,-0.15,1.0,0,1.2784048953773646
8,96,-0.14,1.0,0,1.278385615467661
8,96,-0.13,1.0,0,1.278365190016045
8,96,-0.12,1.0,0,1.2783435183248777
8,96,-0.1,1.0,0,1.278295969431229
8,96,-0.09,1.0,0,1.2782698221275672
8,96,-0.08,1.0,0,1.2782418844027867
8,96,-0.07,1.0,0,1.2782119735593762
8,96,-0.06,1.0,0,1.2781798823032273
8,96,-0.05,1.0,0,1.2781453737189619
8,96,-0.04,1.0,0,1.2781081769236438
8,96,-0.03,1.0,0,1.2780679802621908
8,96,-0.02,1.0,0,1.2780244221558006
8,96,-0.01,1.0,0,1.2779770858569102
8,96,0.0,1.0,0,1.2779254815754162
