Np,UCarea,t2,aniso,twist,gap
8,64,-0.08,1.0,0,0.00055798820191999
8,64,-0.07,1.0,0,0.0005718139911999875
8,64,-0.06,1.0,0,0.0005863033399936546
8,64,-0.05,1.0,0,0.0006015012743424419
8,64,-0.04,1.0,0,0.0006174643835712423
8,64,-0.03,1.0,0,0.00063425071224954
8,64,-0.02,1.0,0,0.0006519162202431872
8,64,-0.01,1.0,0,0.0006705360845760122
8,64,0.0,1.0,0,0.0006901869162879715
8,81,-0.25,1.0,0,0.0005049850042566483
8,81,-0.24,1.0,0,0.0005101326917621562
8,81,-0.23,1.0,0,0.000515465232713082
8,81,-0.22,1.0,0,0.0005209940445372336
8,81,-0.21,1.0,0,0.000526728866609644
8,81,-0.2,1.0,0,0.0005326788671910342
8,81,-0.19,1.0,0,0.0005388619600142685
8,81,-0.18,1.0,0,0.0005452853478507104
8,81,-0.17,1.0,0,0.0005519698225739892
8,81,-0.16,1.0,0,0.0005589263528315951
8,81,-0.15,1.0,0,0.0005661732004299232
8,81,-0.14,1.0,0,0.0005737307628455798
8,81,-0.13,1.0,0,0.0005816177855036912
8,81,-0.12,1.0,0,0.0005898593247416917
8,81,-0.11,1.0,0,0.0005984719261218066
8,81,-0.1,1.0,0,0.000607487083650899
8,81,-0.09,1.0,0,0.0006169311269136144
8,81,-0.08,1.0,0,0.0006268376459052146
8,81,-0.07,1.0,0,0.0006372365281920355
8,81,-0.06,1.0,0,0.0006481675378161205
8,81,-0.05,1.0,0,0.0006596752846041148
8,81,-0.04,1.0,0,0.0006717999427983262
8,81,-0.03,1.0,0,0.0006845936940972326
8,81,-0.02,1.0,0,0.0006981102889020187
8,81,-0.01,1.0,0,0.000712419577319703
8,81,0.0,1.0,0,0.000727579288188035
