27	0.00726355180299976
75	0.00258283304899898
147	0.000244675180999465
363	4.08350060006057e-05
675	1.23187910006095e-05
867	2.98460900083342e-06
1083	4.98450300057129e-06
1323	1.39654800079825e-06
1587	2.4078269991179e-06
1875	6.80235000771745e-07
2169	1.58505999436898e-07
2187	1.31022700067263e-06
2205	1.5601199976345e-07
2523	3.50907001234191e-07
2883	7.76673999780542e-07
3245	6.2237999642889e-08
3267	1.8881099883572e-07
3289	5.81760009055188e-08
3675	4.9101999977097e-07
