UCarea,t2,rmsB,rmsTrace,traceIneq,detIneq
6,-0.25,0.12025106501376771,4.4243348935030244,0.020207223607205324,0.3047002642425466
6,-0.24,0.11218307877083006,4.154403844568303,0.017205411474148242,0.2573920255844118
6,-0.23,0.10414133370734067,3.8815453257345696,0.014455221406175304,0.214254995913745
6,-0.22,0.096125711477448,3.60577774221559,0.011955751651454393,0.17525473018342294
6,-0.21,0.08813571396309261,3.3271196172720483,0.009705979713692086,0.14035792207106584
6,-0.20,0.08017234354651127,3.045588047845475,0.007704760032116136,0.10953247741506095
6,-0.19,0.0722342353772124,2.7611988880632072,0.005950833252952807,0.08274759993753372
6,-0.18,0.06432157459852633,2.473968182017798,0.0044428301202150775,0.05997382991740348
6,-0.17,0.056434126502839285,2.1839110318336195,0.0031792680699776494,0.041183008125237945
6,-0.16,0.0485716305614675,1.8910416864594608,0.0021585594793053437,0.026348283997856877
6,-0.15,0.04073380287432365,1.595374048564873,0.001379013811442185,0.015444445687243097
6,-0.14,0.032920336661481586,1.2969211768268667,0.0008388409702143995,0.008447342740328307
6,-0.13,0.02513090223436534,0.9956955940610044,0.0005361549596192118,0.005334471315402941
6,-0.12,0.017365152166075204,0.6917092654034349,0.0004689772305072524,0.006084684106050631
6,-0.11,0.009622671785932416,0.38497380091101835,0.0006352402278268457,0.010678267760811929
6,-0.1,0.0019032983506687415,0.07550362756920047,0.0010327928304014761,0.019096956340860723
6,-0.090,0.00579388598629399,0.23670608550469294,0.0016594026446392505,0.03132376355826941
6,-0.080,0.013468859211481776,0.5516259736455043,0.0025127572948024594,0.04734335703273225
6,-0.070,0.02112220401207206,0.869255272815914,0.0035904754079622513,0.06714148132862525
6,-0.060,0.028754395130351273,1.18958429868928,0.004890102030857339,0.09070556805554987
6,-0.050,0.03636592052305125,1.512604178716961,0.006409122336401325,0.11802404445776628
6,-0.040,0.04395727283175866,1.8383064481184779,0.008144952347796303,0.14908697208243937
6,-0.030,0.051528966419270024,2.166682930984703,0.01009495522917276,0.18388550584038454
6,-0.020,0.05908152848802183,2.4977257245191464,0.012256439082980353,0.22241218317059835
6,-0.01,0.06661550015144317,2.83142708789554,0.014626661569298469,0.2646603955160596
6,0,0.07413142869004974,3.16777969597824,0.017202834122141592,0.31062525066161634
24,-0.25,3.1478969188520476e-9,3.1047701884501113e-7,0.014039329958954556,1.0659711394038678
