UCarea,t2,rmsB,rmsTrace,traceIneq,detIneq
54,-0.19,9.478165950699873e-14,3.2125206320785037e-12,0.15602536382183066,0.14412741343277446
54,-0.18,9.154846878746742e-14,3.2910015273907447e-12,0.1311065875883572,0.09405001382861976
54,-0.17,5.673536686654644e-14,1.993319115541956e-12,0.1098289822454715,0.060157477998680105
54,-0.16,7.42011423700022e-14,2.808443514168173e-12,0.09163102749251519,0.037353763228298725
54,-0.15,5.4990575663956726e-14,1.9309672623020702e-12,0.07605329726982799,0.02219465866555792
54,-0.14,4.9869547128811165e-14,1.7077628148996586e-12,0.06271755621915304,0.012330707494552756
54,-0.13,7.265429778936011e-14,2.632768358029582e-12,0.05131050082859279,0.006145595352092978
54,-0.12,5.0904951785076476e-14,1.972805564001758e-12,0.0415710602468929,0.0025188733087732756
54,-0.11,6.072676157508391e-14,2.268215920232054e-12,0.033280429275859745,0.0006686216315877159
54,-0.1,6.191338149495602e-14,2.249049056171327e-12,0.0262542045553182,0.00004606098911358938
54,-0.090,5.521081407368626e-14,2.0411606288344807e-12,0.020336146061639984,0.00026427392135981465
54,-0.080,5.1497801108127933e-14,1.956125915655582e-12,0.015393200311970267,0.0010495518154847922
54,-0.070,1.6472762462029338e-14,4.1325949141568e-13,0.011311507843357256,0.002207896496851756
54,-0.060,3.274788376057452e-15,3.744574464374284e-13,0.007993182511765241,0.0036017676953168563
54,-0.050,8.610420172615476e-14,3.2778796528941825e-12,0.005353699219927561,0.005133819655768011
54,-0.040,6.81053062696131e-14,2.63350292785936e-12,0.0033197638312687803,0.006735445884396333
54,-0.030,6.467053849922082e-14,2.483195170979184e-12,0.0018275672518442484,0.008358658236731152
54,-0.020,3.4158349883948044e-14,1.3289735534314945e-12,0.000821347193834455,0.009970295841242491
54,-0.01,1.8436183030732922e-13,7.2623568135669216e-12,0.00025219763242752865,0.011547873567800153
54,0,2.0880778276836088e-13,8.256387469830406e-12,0.00007707866824742828,0.013076591951111318
