#  N    Kx    Ky    lambda
4 0 0 0.0027630098546884
4 0 0 0.0027630098386393
4 0 0 0.0027630098310404
4 0 0 0.0027630098214705
4 0 0 0.0027283761409737
4 0 0 0.0027283761396122
4 0 0 0.0027283761373036
4 0 0 0.0027283761330459
4 0 0 0.0023786803371309
4 0 0 0.0023786803319082
4 0 0 0.0023786803264707
4 0 0 0.0023786803170946
4 0 0 0.0020116094482125
4 0 0 0.0020116094432632
4 0 0 0.0020116094378296
4 0 0 0.0020116094309791
4 0 0 0.0017147202486285
4 0 0 0.0017147202429614
4 0 0 0.0017147202418135
4 0 0 0.0017147202392833
4 0 0 0.0015754542434518
4 0 0 0.0015754542398416
4 0 0 0.0015754542369712
4 0 0 0.0015754542301221
4 0 0 0.0015153120757633
4 0 0 0.0015153120676202
4 0 0 0.0015153120637964
4 0 0 0.0015153120525562
4 0 0 0.0015014216115461
4 0 0 0.0015014216088959
4 0 0 0.0015014216073225
4 0 0 0.0015014216035611
4 0 0 0.0013427529274909
4 0 0 0.001342752925121
4 0 0 0.0013427529227015
4 0 0 0.0013427529200073
4 0 0 0.001045670994407
4 0 0 0.0010456709924218
4 0 0 0.0010456709905222
4 0 0 0.0010456709889757
4 0 0 0.00088479729832452
4 0 0 0.0008847972959768
4 0 0 0.00088479729478168
4 0 0 0.00088479729334902
4 0 0 0.00075627537051793
4 0 0 0.0007562753685488
4 0 0 0.00075627536735536
4 0 0 0.00075627536517469
4 0 0 3.0966414071181e-14
4 0 0 3.0954773175457e-14
4 0 0 3.0948040868201e-14
4 0 0 3.0936208827368e-14
4 0 0 1.7791845835792e-14
4 0 0 1.7789895713724e-14
4 0 0 1.7784068854565e-14
4 0 0 1.7777984285043e-14
4 0 0 1.608429310617e-14
4 0 0 1.6079047378073e-14
4 0 0 1.6074217764638e-14
4 0 0 1.6066841626632e-14
4 0 0 1.5441421163465e-14
4 0 0 1.5437890386743e-14
4 0 0 1.5434415324483e-14
4 0 0 1.543164930171e-14
4 0 0 6.0288447057142e-15
4 0 0 6.0275359700088e-15
4 0 0 6.0266923032672e-15
4 0 0 6.0252129509834e-15
4 0 0 5.6204832223197e-15
4 0 0 5.6187066896581e-15
4 0 0 5.616968277611e-15
4 0 0 5.6160417559971e-15
4 0 0 5.6141428256972e-15
4 0 0 5.6119554529166e-15
4 0 0 5.6098089999126e-15
4 0 0 5.6076027057484e-15
4 0 0 4.9005083774808e-15
4 0 0 4.899084057235e-15
4 0 0 4.8966431998885e-15
4 0 0 4.8941020442059e-15
4 0 0 4.7771668330646e-15
4 0 0 4.7710717251077e-15
4 0 0 4.76879638569e-15
4 0 0 4.7682240427987e-15
4 0 0 3.9692911741916e-15
4 0 0 3.9691540198468e-15
4 0 0 3.9679654801131e-15
4 0 0 3.9662541474562e-15
4 0 0 3.5232450728512e-15
4 0 0 3.521570884941e-15
4 0 0 3.5205840625585e-15
4 0 0 3.5201499848096e-15
4 0 0 2.9214581898083e-15
4 0 0 2.92056653876e-15
4 0 0 2.9198293567341e-15
4 0 0 2.9187476278655e-15
4 0 0 2.8025543028113e-15
4 0 0 2.8014371005346e-15
4 0 0 2.7992256429525e-15
4 0 0 2.7976057165056e-15
4 0 0 2.3688963339753e-15
4 0 0 2.3685231599313e-15
4 0 0 2.3675382093557e-15
4 0 0 2.3668882333954e-15
4 0 0 1.6508718712955e-15
4 0 0 1.6503144792811e-15
4 0 0 1.6495826851268e-15
4 0 0 1.6491722135676e-15
4 0 0 1.5811976936842e-15
4 0 0 1.5802294933501e-15
4 0 0 1.5798066934514e-15
4 0 0 1.5792109234833e-15
4 0 0 1.5201262401271e-15
4 0 0 1.5193183816471e-15
4 0 0 1.5188425099961e-15
4 0 0 1.5177110516493e-15
4 0 0 1.2834945667649e-15
4 0 0 1.2831219769496e-15
4 0 0 1.2824795107759e-15
4 0 0 1.2818515981043e-15
4 0 0 1.1098259551319e-15
4 0 0 1.1088948707906e-15
4 0 0 1.1081150785385e-15
4 0 0 1.1075569350938e-15
4 0 0 5.7370267154863e-16
4 0 0 5.7348397708781e-16
4 0 0 5.7336117380741e-16
4 0 0 5.7299295913395e-16
4 0 0 4.8331999720164e-16
4 0 0 4.8305594254671e-16
4 0 0 4.8267466643595e-16
4 0 0 4.8239968868339e-16
4 0 0 4.7003161994589e-16
4 0 0 4.6973469547648e-16
4 0 0 4.6951922864059e-16
4 0 0 4.6884721367634e-16
4 0 0 4.1210248706425e-16
4 0 0 4.1149590636264e-16
4 0 0 4.1119362924191e-16
4 0 0 4.109732737276e-16
4 0 0 3.9301173037247e-16
4 0 0 3.927886089545e-16
4 0 0 3.9254692731266e-16
4 0 0 3.9220075996531e-16
4 0 0 2.8849944664027e-16
4 0 0 2.8836400348999e-16
4 0 0 2.8826864204788e-16
4 0 0 2.8790918666904e-16
4 0 0 2.3193194541388e-16
4 0 0 2.3182440366802e-16
4 0 0 2.3167784896938e-16
4 0 0 2.3143564033094e-16
4 0 0 1.3973452311575e-16
4 0 0 1.3958365854771e-16
4 0 0 1.3944468237829e-16
4 0 0 1.3932028008418e-16
4 0 0 5.3989417229137e-17
4 0 0 5.3921471615395e-17
4 0 0 5.3901739496429e-17
4 0 0 5.3703599483214e-17
4 0 0 4.0509063779388e-17
4 0 0 4.0395757894144e-17
4 0 0 4.0272628345735e-17
4 0 0 4.0172979063653e-17
4 0 0 1.1491271644108e-17
4 0 0 1.1396097823808e-17
4 0 0 1.136659919665e-17
4 0 0 1.1328315734143e-17
4 0 0 8.381843415087e-18
4 0 0 8.2633337041019e-18
4 0 0 8.1414036103143e-18
4 0 0 8.0865192966119e-18
4 0 0 7.3946470024586e-18
4 0 0 7.3039093056973e-18
4 0 0 7.2216923077205e-18
4 0 0 7.1991321112052e-18
4 0 0 3.8343041568555e-18
4 0 0 3.7703759074784e-18
4 0 0 3.7088782511506e-18
4 0 0 3.6419880360165e-18
4 0 0 1.7628976370922e-18
4 0 0 1.7058344777772e-18
4 0 0 1.631022733614e-18
4 0 0 1.6015778179089e-18
4 0 0 1.3633988585342e-18
4 0 0 1.2606736986013e-18
4 0 0 1.2070925874906e-18
4 0 0 1.1767242703043e-18
4 0 0 9.5113883715567e-19
4 0 0 8.6856451890559e-19
4 0 0 8.5363885403256e-19
4 0 0 7.9768861732467e-19
4 0 0 7.4760260785877e-19
4 0 0 7.2883902588708e-19
4 0 0 6.8222322029471e-19
4 0 0 6.4804969986819e-19
4 0 0 6.1257006729405e-19
4 0 0 5.9229665796966e-19
4 0 0 5.3064011275492e-19
4 0 0 5.1631898004067e-19
4 0 0 4.7974952773685e-19
4 0 0 4.4689331051853e-19
4 0 0 4.2512411408586e-19
4 0 0 4.0596261432321e-19
4 0 0 3.7690315067524e-19
4 0 0 3.6458589316109e-19
4 0 0 3.4706875674532e-19
4 0 0 3.1742877578164e-19
4 0 0 2.9840046621283e-19
4 0 0 2.8297741332899e-19
4 0 0 2.6241676324332e-19
4 0 0 2.4574583057463e-19
4 0 0 2.2937621649867e-19
4 0 0 2.2083513581155e-19
4 0 0 1.9730881069229e-19
4 0 0 1.8558602223745e-19
4 0 0 1.6078580999588e-19
4 0 0 1.5189613673118e-19
4 0 0 1.3795043918771e-19
4 0 0 1.1708044384185e-19
4 0 0 1.0443057345456e-19
4 0 0 8.6416955320644e-20
4 0 0 7.4846588596166e-20
4 0 0 4.813328932509e-20
4 0 0 3.2019489972471e-20
4 0 0 1.9862977841459e-20
4 0 0 1.0116437119093e-20
4 0 0 -7.6705032906365e-21
4 0 0 -2.2341172914233e-20
4 0 0 -4.9182747189985e-20
4 0 0 -6.5557016345016e-20
4 0 0 -8.1481688706247e-20
4 0 0 -1.0463417202218e-19
4 0 0 -1.1828425278656e-19
4 0 0 -1.3491780486522e-19
4 0 0 -1.5556521577035e-19
4 0 0 -1.6577529223853e-19
4 0 0 -1.7907107047643e-19
4 0 0 -2.0065840811971e-19
4 0 0 -2.2295073783415e-19
4 0 0 -2.381164698369e-19
4 0 0 -2.5684494215967e-19
4 0 0 -2.6513336630724e-19
4 0 0 -2.9505092220312e-19
4 0 0 -3.2587363070272e-19
4 0 0 -3.3569459840336e-19
4 0 0 -3.9970285127873e-19
4 0 0 -4.1758454233561e-19
4 0 0 -4.748423393427e-19
4 0 0 -5.0990094108932e-19
4 0 0 -5.7227672563112e-19
4 0 0 -6.6089809636295e-19
4 0 1 0.0027469644772332
4 0 1 0.0027469644731489
4 0 1 0.0027469644724325
4 0 1 0.0027469644691077
4 0 1 0.0024435206544327
4 0 1 0.0024435206525789
4 0 1 0.0024435206481628
4 0 1 0.0024435206454324
