#  N    Kx    Ky    lambda
4 0 0 0.0010241725489366
4 0 0 0.0010241499210417
4 0 0 0.00086933703419674
4 0 0 0.00086869286497183
4 0 0 0.00085871774062101
4 0 0 0.00085848077782562
4 0 0 0.00076809645743186
4 0 0 0.00076749145114306
4 0 0 0.0007426926118607
4 0 0 0.00074173185032277
4 0 0 0.00067186640888321
4 0 0 0.00066921589602505
4 0 0 0.00063056275803438
4 0 0 0.00063040968389414
4 0 0 0.00061895042791044
4 0 0 0.00061779436026129
4 0 0 0.00061654477859769
4 0 0 0.00061609130628323
4 0 0 0.00061504369337096
4 0 0 0.00061426780164387
4 0 0 0.00055058955511883
4 0 0 0.00054867482089974
4 0 0 0.00052941442894797
4 0 0 0.00052850952272261
4 0 0 0.00051744082637838
4 0 0 0.0005165733007395
4 0 0 0.00048880291771849
4 0 0 0.0004881569919097
4 0 0 0.00045814647634669
4 0 0 0.00045798209328342
4 0 0 0.00045642884025937
4 0 0 0.00045477907685112
4 0 0 0.00044184556863902
4 0 0 0.00044141689040817
4 0 0 0.00042014007738069
4 0 0 0.00041971381494568
4 0 0 0.00041190347386903
4 0 0 0.00041084226997028
4 0 0 0.00039770121339714
4 0 0 0.00039630301048397
4 0 0 0.00038441049723531
4 0 0 0.00038382759811774
4 0 0 0.0003833816272233
4 0 0 0.00038155475414709
4 0 0 0.00037106824935672
4 0 0 0.00037082246062732
4 0 0 0.000357548673355
4 0 0 0.00035722861801845
4 0 0 0.00035010886719252
4 0 0 0.00034841382481581
4 0 0 0.00034497864759467
4 0 0 0.00034440476838175
4 0 0 0.00032413846529251
4 0 0 0.00032353465183857
4 0 0 0.00032298209305966
4 0 0 0.00032202524513396
4 0 0 0.00030780442194991
4 0 0 0.00030748621282321
4 0 0 0.00030729508693616
4 0 0 0.00030639322322857
4 0 0 0.00029808472130799
4 0 0 0.00029703102626239
4 0 0 0.00027855608556078
4 0 0 0.00027852962894675
4 0 0 0.0002780307447864
4 0 0 0.00027786483572815
4 0 0 0.00027221219842096
4 0 0 0.00027196053946327
4 0 0 0.00026866152560339
4 0 0 0.00026827235873402
4 0 0 0.00026571425929048
4 0 0 0.00026518905386723
4 0 0 0.00025291606106722
4 0 0 0.00025276620256132
4 0 0 0.00024726849660507
4 0 0 0.00024689207697201
4 0 0 0.00024011412685761
4 0 0 0.00023975080118807
4 0 0 0.00023697718435919
4 0 0 0.00023650876323142
4 0 0 0.00023350796125423
4 0 0 0.00023312177462115
4 0 0 0.00022742668547845
4 0 0 0.00022649377572564
4 0 0 0.00022532627848477
4 0 0 0.00022516718815178
4 0 0 0.00022506048259945
4 0 0 0.00022477583188163
4 0 0 0.00021394982286364
4 0 0 0.00021358750094883
4 0 0 0.00019314435231416
4 0 0 0.00019272487480289
4 0 0 0.00019095524115856
4 0 0 0.00019078232271187
4 0 0 0.00019054512177038
4 0 0 0.00019026934410214
4 0 0 0.00018991937594272
4 0 0 0.00018976333170565
4 0 0 0.00018216023880243
4 0 0 0.00018211459525635
4 0 0 0.00017448913374322
4 0 0 0.00017396758754549
4 0 0 0.00013600645825243
4 0 0 0.00013586503254301
4 0 0 0.00012969241333192
4 0 0 0.00012951370996417
4 0 0 0.00012820623655489
4 0 0 0.00012765699929168
4 0 0 0.00011345108157183
4 0 0 0.00011340076707955
4 0 0 0.00010641401277818
4 0 0 0.00010638249783755
4 0 0 9.1438495542866e-05
4 0 0 9.1411204051391e-05
4 0 0 8.5393337771836e-05
4 0 0 8.4984554879277e-05
4 0 0 7.7480064058696e-05
4 0 0 7.7423559096655e-05
4 0 0 3.3309469885609e-08
4 0 0 3.2853276816458e-08
4 0 0 3.0785955194008e-08
4 0 0 2.8453764282232e-08
4 0 0 2.3964078549093e-08
4 0 0 2.2839805420404e-08
4 0 0 2.2781777380056e-08
4 0 0 2.2481674589642e-08
4 0 0 2.1911121226158e-08
4 0 0 2.1681067570259e-08
4 0 0 2.1531877388238e-08
4 0 0 2.1405724393567e-08
4 0 0 2.1086253553216e-08
4 0 0 2.0310106653468e-08
4 0 0 2.0130148775955e-08
4 0 0 2.001484978102e-08
4 0 0 1.9615931320559e-08
4 0 0 1.9205856257749e-08
4 0 0 1.8011502880868e-08
4 0 0 1.7952797503871e-08
4 0 0 1.7777157579107e-08
4 0 0 1.7379621814316e-08
4 0 0 1.6907295968293e-08
4 0 0 1.6248026314991e-08
4 0 0 1.6170115502349e-08
4 0 0 1.5978802253624e-08
4 0 0 1.5583447268148e-08
4 0 0 1.5281828435979e-08
4 0 0 1.5069652557063e-08
4 0 0 1.4296766453397e-08
4 0 0 1.428257226858e-08
4 0 0 1.4015103482654e-08
4 0 0 1.2633843385801e-08
4 0 0 1.2581891435831e-08
4 0 0 1.2120872342687e-08
4 0 0 1.1824148844073e-08
4 0 0 1.1144152610836e-08
4 0 0 1.0874081281174e-08
4 0 0 1.05286543925e-08
4 0 0 9.2665743756729e-09
4 0 0 8.9043311020146e-09
4 0 0 8.8047815801669e-09
4 0 0 8.6834518983297e-09
4 0 0 8.6533973139199e-09
4 0 0 8.4113689732483e-09
4 0 0 8.3865989038258e-09
4 0 0 8.2422061341968e-09
4 0 0 8.2311985986066e-09
4 0 0 8.0914619806796e-09
4 0 0 7.9493665756601e-09
4 0 0 7.8670650445061e-09
4 0 0 7.6835977170466e-09
4 0 0 7.5894279528724e-09
4 0 0 7.5249214769798e-09
4 0 0 7.4790632870308e-09
4 0 0 7.423565870704e-09
4 0 0 7.2156142268367e-09
4 0 0 7.1860327323707e-09
4 0 0 7.1791211559812e-09
4 0 0 7.1317252836769e-09
4 0 0 6.760519393323e-09
4 0 0 6.6375216947632e-09
4 0 0 6.6335733457581e-09
4 0 0 6.5539152464195e-09
4 0 0 6.5234823082912e-09
4 0 0 6.4968329772653e-09
4 0 0 6.3424725364127e-09
4 0 0 6.2651066693436e-09
4 0 0 6.1694943072427e-09
4 0 0 6.0640283808272e-09
4 0 0 6.0372619761307e-09
4 0 0 5.8204842412093e-09
4 0 0 5.785824577365e-09
4 0 0 5.627742019021e-09
4 0 0 5.603966490714e-09
4 0 0 5.59860751616e-09
4 0 0 5.4015933839474e-09
4 0 0 5.3805660935568e-09
4 0 0 5.37503318026e-09
4 0 0 5.0446616914272e-09
4 0 0 5.0126210014718e-09
4 0 0 4.8910860733466e-09
4 0 0 4.8442379410968e-09
4 0 0 4.7289597023586e-09
4 0 0 4.6699863681886e-09
4 0 0 4.4945711748732e-09
4 0 0 4.4898490133032e-09
4 0 0 4.4621798625437e-09
4 0 0 4.4162313607095e-09
4 0 0 4.4152012318027e-09
4 0 0 4.4058207441749e-09
4 0 0 4.3103458382721e-09
4 0 0 4.2951195660969e-09
4 0 0 4.223647249056e-09
4 0 0 3.9896507363384e-09
4 0 0 3.940156853193e-09
4 0 0 3.8917540080092e-09
4 0 0 3.8726228163686e-09
4 0 0 3.8684530068191e-09
4 0 0 3.8044440333977e-09
4 0 0 3.7041020872317e-09
4 0 0 3.6544777555643e-09
4 0 0 3.6526251254177e-09
4 0 0 3.6470137982369e-09
4 0 0 3.4418636795502e-09
4 0 0 3.4015651310009e-09
4 0 0 3.3871421875642e-09
4 0 0 3.2442831942e-09
4 0 0 3.1839172318392e-09
4 0 0 3.1276933370901e-09
4 0 0 3.1031686792401e-09
4 0 0 3.0525353783557e-09
4 0 0 2.9426612767143e-09
4 0 0 2.8947673403457e-09
4 0 0 2.8481263616971e-09
4 0 0 2.8439086561927e-09
4 0 0 2.7468017711235e-09
4 0 0 2.6376624418789e-09
4 0 0 2.6213490379103e-09
4 0 0 2.5916944810439e-09
4 0 0 2.502423778176e-09
4 0 0 2.5015456547716e-09
4 0 0 2.4842908062584e-09
4 0 0 2.4560301060223e-09
4 0 0 2.4031102317182e-09
4 0 0 2.3670853073624e-09
4 0 0 2.3008899709239e-09
4 0 0 2.2972543673362e-09
4 0 0 2.2780351098982e-09
4 0 0 2.2755028866937e-09
4 0 0 2.2659886398253e-09
4 0 0 2.2284860360158e-09
4 0 0 2.1363048350049e-09
4 0 0 2.0627366848308e-09
4 0 0 2.0151146958267e-09
4 0 0 2.0046758788263e-09
4 0 0 1.9841346118074e-09
4 0 0 1.9738434021503e-09
4 0 0 1.9644232711557e-09
4 0 0 1.8862177854352e-09
4 0 0 1.8702114793967e-09
4 0 0 1.7290355444952e-09
4 0 0 1.6914154628684e-09
4 0 0 1.6824354075662e-09
4 0 0 1.6553544832132e-09
4 0 0 1.6156094505494e-09
4 0 0 1.6137812709911e-09
4 0 0 1.603981602915e-09
4 0 0 1.5746561080229e-09
4 0 0 1.5590094411757e-09
4 0 0 1.548649734354e-09
4 0 0 1.5386041561319e-09
4 0 0 1.5266595637523e-09
4 0 0 1.5188650249615e-09
4 0 0 1.5084930065872e-09
4 0 0 1.4860624490492e-09
4 0 0 1.4463957178345e-09
4 0 0 1.4431201441017e-09
4 0 0 1.433258027274e-09
4 0 0 1.4195303300299e-09
4 0 0 1.35663158639e-09
4 0 0 1.2487382801041e-09
4 0 0 1.192633888627e-09
4 0 0 1.1913277745675e-09
4 0 0 1.1586525376737e-09
4 0 0 1.1484744921376e-09
4 0 0 1.1399846391129e-09
4 0 0 1.0819484725162e-09
4 0 0 1.0759568818127e-09
4 0 0 1.0439478169919e-09
4 0 0 9.8724366700696e-10
4 0 0 9.5628374432539e-10
4 0 0 9.5438608807959e-10
4 0 0 9.3569976219783e-10
4 0 0 8.7349097544939e-10
4 0 0 8.6430463220813e-10
4 0 0 8.3269429928083e-10
4 0 0 8.0742354082931e-10
4 0 0 7.9982246838962e-10
4 0 0 7.7818896017221e-10
4 0 0 7.4226124629764e-10
4 0 0 7.2062194170425e-10
4 0 0 7.1907764530129e-10
4 0 0 7.1397560033212e-10
4 0 0 6.8464075334056e-10
4 0 0 6.6315586630788e-10
4 0 0 6.5563691366209e-10
4 0 0 5.998847673101e-10
4 0 0 5.9114317167866e-10
4 0 0 5.7361899743757e-10
4 0 0 5.6470732841013e-10
4 0 0 5.5874175901845e-10
4 0 0 5.5148144997657e-10
4 0 0 5.0746098955082e-10
4 0 0 4.7398981837076e-10
4 0 0 4.5648591273741e-10
4 0 0 4.5166569279531e-10
4 0 0 4.2009202791739e-10
4 0 0 4.1108295179794e-10
4 0 0 4.0486155468253e-10
4 0 0 3.930396278408e-10
4 0 0 3.9285543661775e-10
4 0 0 3.8851188121295e-10
4 0 0 3.7593225481389e-10
4 0 0 3.7524021091909e-10
4 0 0 3.5104310795299e-10
4 0 0 3.5023111300509e-10
4 0 0 3.3982257373239e-10
4 0 0 3.1144949418744e-10
4 0 0 3.0800852979918e-10
4 0 0 2.9874683162087e-10
4 0 0 2.9723293478524e-10
4 0 0 2.7418792240056e-10
4 0 0 2.6378353190248e-10
4 0 0 2.4576717146493e-10
4 0 0 2.4303817694594e-10
4 0 0 2.3251197505077e-10
4 0 0 2.2964938699148e-10
4 0 0 2.2631824518802e-10
4 0 0 2.1912733189022e-10
4 0 0 2.0537301086137e-10
4 0 0 2.0258470020138e-10
4 0 0 1.985701037267e-10
4 0 0 1.9428329463146e-10
4 0 0 1.7890891616065e-10
4 0 0 1.7068827068856e-10
4 0 0 1.6335087164796e-10
4 0 0 1.5983617637889e-10
4 0 0 1.5524713072288e-10
4 0 0 1.338477562654e-10
4 0 0 1.2682565487412e-10
4 0 0 1.115519140096e-10
4 0 0 9.9191726885758e-11
4 0 0 9.330580747237e-11
4 0 0 9.3123493652281e-11
4 0 0 8.6612851957054e-11
4 0 0 7.7118960980246e-11
4 0 0 6.7836705305357e-11
4 0 0 5.5906601737725e-11
4 0 0 5.0764235121252e-11
4 0 0 5.0082705604336e-11
4 0 0 4.8884176681952e-11
4 0 0 4.7827065123111e-11
4 0 0 4.1631324283652e-11
4 0 0 4.1595908020149e-11
4 0 0 3.8048075551757e-11
4 0 0 3.7907415379187e-11
4 0 0 3.7567928382281e-11
4 0 0 3.6151828909228e-11
4 0 0 3.3493840129714e-11
4 0 0 3.2182214015772e-11
4 0 0 3.100513000752e-11
4 0 0 2.9008698321023e-11
4 0 0 2.8497218505947e-11
4 0 0 2.8111704276396e-11
4 0 0 2.7922518737939e-11
4 0 0 2.6385964531324e-11
4 0 0 2.5967178347419e-11
4 0 0 2.5875942596758e-11
4 0 0 2.2956714442892e-11
4 0 0 2.2374978830714e-11
4 0 0 2.2243039688273e-11
4 0 0 2.0699330332946e-11
4 0 0 2.0629013989488e-11
4 0 0 2.032887516035e-11
4 0 0 1.9820406578898e-11
4 0 0 1.8593271758792e-11
4 0 0 1.7128064963949e-11
4 0 0 1.6955157853976e-11
4 0 0 1.6797835487299e-11
4 0 0 1.5677232529368e-11
4 0 0 1.5566244884441e-11
4 0 0 1.4990699235503e-11
4 0 0 1.4651905227647e-11
4 0 0 1.4430462645462e-11
4 0 0 1.4144023680175e-11
4 0 0 1.3398263626039e-11
4 0 0 1.300905823448e-11
4 0 0 1.2882967007338e-11
4 0 0 1.1680346991548e-11
4 0 0 1.1468332929049e-11
4 0 0 1.0729422493235e-11
4 0 0 1.0480460877038e-11
4 0 0 1.0371886720535e-11
4 0 0 1.0021479336059e-11
4 0 0 9.5395696868751e-12
4 0 0 9.3838955707655e-12
4 0 0 9.0249169184163e-12
4 0 0 8.7225989192913e-12
