#  N    Kx    Ky    lambda
4 0 0 0.00099720470137587
4 0 0 0.0009972046867917
4 0 0 0.00086663751059379
4 0 0 0.00086663747343548
4 0 0 0.00085771380511006
4 0 0 0.00085771378559827
4 0 0 0.00077377575415362
4 0 0 0.00077377573362652
4 0 0 0.00074942497011042
4 0 0 0.00074942496239138
4 0 0 0.00068579736304942
4 0 0 0.00068579733745564
4 0 0 0.00064281704781688
4 0 0 0.00064281703844954
4 0 0 0.00061410922113194
4 0 0 0.0006141092064169
4 0 0 0.00061325102226975
4 0 0 0.0006132509841721
4 0 0 0.00061250378509589
4 0 0 0.00061250377216
4 0 0 0.00056850662362879
4 0 0 0.00056850660216863
4 0 0 0.00054085251444712
4 0 0 0.00054085250012585
4 0 0 0.00050803938590589
4 0 0 0.00050803936798495
4 0 0 0.00048785816615643
4 0 0 0.00048785814763334
4 0 0 0.00046309913274602
4 0 0 0.00046309911748942
4 0 0 0.00046096464134819
4 0 0 0.00046096463149519
4 0 0 0.00044746407955492
4 0 0 0.00044746406958642
4 0 0 0.00042704956610625
4 0 0 0.00042704955962258
4 0 0 0.00041770222906585
4 0 0 0.00041770221647584
4 0 0 0.00039446967981064
4 0 0 0.00039446966711941
4 0 0 0.00038429158078389
4 0 0 0.00038429155644436
4 0 0 0.00037757054320408
4 0 0 0.00037757052432348
4 0 0 0.00037450332897392
4 0 0 0.00037450332205826
4 0 0 0.00035560333936402
4 0 0 0.00035560332960485
4 0 0 0.00034858088569118
4 0 0 0.00034858087616046
4 0 0 0.00034542573631044
4 0 0 0.000345425721936
4 0 0 0.00032786865817557
4 0 0 0.00032786864483003
4 0 0 0.00031234645843366
4 0 0 0.00031234645111543
4 0 0 0.00030689635498396
4 0 0 0.00030689634514331
4 0 0 0.00030306511167797
4 0 0 0.00030306510489313
4 0 0 0.00029847008579242
4 0 0 0.00029847007976119
4 0 0 0.00028223368160848
4 0 0 0.00028223367600759
4 0 0 0.00028215052908658
4 0 0 0.00028215052641401
4 0 0 0.00026607810791703
4 0 0 0.00026607809525302
4 0 0 0.00026296620853836
4 0 0 0.0002629662053841
4 0 0 0.00025711449444663
4 0 0 0.00025711448641298
4 0 0 0.00025259919972674
4 0 0 0.00025259919033251
4 0 0 0.00024437384620043
4 0 0 0.0002443738323301
4 0 0 0.00023916881890804
4 0 0 0.00023916880192673
4 0 0 0.00023653376333153
4 0 0 0.00023653375197033
4 0 0 0.00022740537689464
4 0 0 0.00022740535830347
4 0 0 0.00022405187220515
4 0 0 0.0002240518614403
4 0 0 0.00022167707066737
4 0 0 0.00022167706858453
4 0 0 0.00021987644231552
4 0 0 0.00021987643302932
4 0 0 0.00021395308732833
4 0 0 0.00021395307302302
4 0 0 0.00019086585991433
4 0 0 0.00019086585113008
4 0 0 0.00018302737726327
4 0 0 0.00018302737230565
4 0 0 0.00017777158920974
4 0 0 0.00017777157476289
4 0 0 0.00017737269846667
4 0 0 0.00017737269347425
4 0 0 0.00017541514754215
4 0 0 0.00017541514494733
4 0 0 0.00017475060748721
4 0 0 0.0001747505943962
4 0 0 0.00014096331911441
4 0 0 0.0001409633143507
4 0 0 0.00013366292830126
4 0 0 0.00013366292082602
4 0 0 0.00012925717918827
4 0 0 0.00012925717462017
4 0 0 0.00011372806431152
4 0 0 0.00011372805656686
4 0 0 0.00010280444424128
4 0 0 0.00010280443991992
4 0 0 8.5633822735993e-05
4 0 0 8.5633814559118e-05
4 0 0 8.3454310580254e-05
4 0 0 8.3454304988018e-05
4 0 0 7.7009292497859e-05
4 0 0 7.7009285854539e-05
4 0 0 1.5556079532339e-14
4 0 0 1.5463259828592e-14
4 0 0 1.5289238109648e-14
4 0 0 1.5189763609588e-14
4 0 0 1.2471174056319e-14
4 0 0 1.2446605935924e-14
4 0 0 1.2292250168169e-14
4 0 0 1.22533724465e-14
4 0 0 9.3462928367584e-15
4 0 0 9.31287887684e-15
4 0 0 9.1235123048769e-15
4 0 0 9.090496888748e-15
4 0 0 8.4473873630339e-15
4 0 0 8.4128113885859e-15
4 0 0 8.2052225146967e-15
4 0 0 8.1785667407523e-15
4 0 0 7.9990449469903e-15
4 0 0 7.97057246521e-15
4 0 0 7.78103345851e-15
4 0 0 7.7423967629036e-15
4 0 0 7.7241697469604e-15
4 0 0 7.7109146767986e-15
4 0 0 7.3320047896007e-15
4 0 0 7.2933636461366e-15
4 0 0 6.0372054834938e-15
4 0 0 6.0175119106005e-15
4 0 0 5.9257940180856e-15
4 0 0 5.8865259015882e-15
4 0 0 5.8812530318159e-15
4 0 0 5.8459577160511e-15
4 0 0 5.8050893589504e-15
4 0 0 5.7831473473316e-15
4 0 0 5.726711667311e-15
4 0 0 5.6966453066287e-15
4 0 0 5.6769888254906e-15
4 0 0 5.6591119306855e-15
4 0 0 4.3892821927247e-15
4 0 0 4.3347622959862e-15
4 0 0 3.9731749037703e-15
4 0 0 3.9623059033601e-15
4 0 0 3.7204973051394e-15
4 0 0 3.6942213634318e-15
4 0 0 3.4933249928065e-15
4 0 0 3.4751139800279e-15
4 0 0 3.4054369661792e-15
4 0 0 3.3827356824588e-15
4 0 0 3.2902421317928e-15
4 0 0 3.2648775271145e-15
4 0 0 3.1152466069341e-15
4 0 0 3.1076257413103e-15
4 0 0 3.10097220407e-15
4 0 0 3.0760758320821e-15
4 0 0 3.0708413549922e-15
4 0 0 3.0613968577017e-15
4 0 0 3.0482528542033e-15
4 0 0 3.0381890992069e-15
4 0 0 2.8409167302939e-15
4 0 0 2.8288911350386e-15
4 0 0 2.8263495631117e-15
4 0 0 2.8100270517564e-15
4 0 0 2.7460573420869e-15
4 0 0 2.7311388393787e-15
4 0 0 2.6612611576506e-15
4 0 0 2.655570648074e-15
4 0 0 2.6023185580856e-15
4 0 0 2.5808229698669e-15
4 0 0 2.5224077802161e-15
4 0 0 2.5136115918072e-15
4 0 0 2.5010428034687e-15
4 0 0 2.4953244871758e-15
4 0 0 2.3622474921696e-15
4 0 0 2.3566851767569e-15
4 0 0 2.3420859457143e-15
4 0 0 2.3394719696677e-15
