#  N    Kx    Ky    lambda
4 0 0 0.0009995996726065
4 0 0 0.00099959912213735
4 0 0 0.00086702727026509
4 0 0 0.00086702713309005
4 0 0 0.0008580034573982
4 0 0 0.00085800320980139
4 0 0 0.00077322346982655
4 0 0 0.0007732232411369
4 0 0 0.00074877490238585
4 0 0 0.00074877468222894
4 0 0 0.00068441104821051
4 0 0 0.00068441101015397
4 0 0 0.00064172089077511
4 0 0 0.00064172075283415
4 0 0 0.00061417064393693
4 0 0 0.00061417057473161
4 0 0 0.00061328218071661
4 0 0 0.00061328199010194
4 0 0 0.00061252027324465
4 0 0 0.00061252019614168
4 0 0 0.00056694914945565
4 0 0 0.00056694901876027
4 0 0 0.00053993188898974
4 0 0 0.00053993170354768
4 0 0 0.00050887033293668
4 0 0 0.00050887017454715
4 0 0 0.00048809458504873
4 0 0 0.0004880945178238
4 0 0 0.00046260543724613
4 0 0 0.00046260537657918
4 0 0 0.0004603501207315
4 0 0 0.00046034997793646
4 0 0 0.00044704727106886
4 0 0 0.00044704723396871
4 0 0 0.00042627473203471
4 0 0 0.00042627467578485
4 0 0 0.00041734290381671
4 0 0 0.00041734270114445
4 0 0 0.00039434577532921
4 0 0 0.00039434562808936
4 0 0 0.00038458766143659
4 0 0 0.00038458755256576
4 0 0 0.00037813251883869
4 0 0 0.00037813244705442
4 0 0 0.00037350286473926
4 0 0 0.00037350281513303
4 0 0 0.0003568650458552
4 0 0 0.00035686495000584
4 0 0 0.00034875899714765
4 0 0 0.0003487589449958
4 0 0 0.00034528735488319
4 0 0 0.00034528730754288
4 0 0 0.00032765042979203
4 0 0 0.00032765035560257
4 0 0 0.00031283214077971
4 0 0 0.00031283207895044
4 0 0 0.00030643728882557
4 0 0 0.00030643722475979
4 0 0 0.0003035426443866
4 0 0 0.00030354256023079
4 0 0 0.00029902956552883
4 0 0 0.00029902951259922
4 0 0 0.00028214585056792
4 0 0 0.00028214582709225
4 0 0 0.00028189941359401
4 0 0 0.00028189936364077
4 0 0 0.00026640658635239
4 0 0 0.00026640653194701
4 0 0 0.00026295556256723
4 0 0 0.00026295549931837
4 0 0 0.00025788864932934
4 0 0 0.00025788858371209
4 0 0 0.00025195997858638
4 0 0 0.00025195990589219
4 0 0 0.00024431508058694
4 0 0 0.00024431503176836
4 0 0 0.00023911196687217
4 0 0 0.00023911192669104
4 0 0 0.00023667214623689
4 0 0 0.00023667208445913
4 0 0 0.00022776556781229
4 0 0 0.00022776553789881
4 0 0 0.00022414938385737
4 0 0 0.0002241493100586
4 0 0 0.00022247994163108
4 0 0 0.00022247990656641
4 0 0 0.00022039375856491
4 0 0 0.00022039369427014
4 0 0 0.00021392246724744
4 0 0 0.00021392240386903
4 0 0 0.00019082531620675
4 0 0 0.00019082526445839
4 0 0 0.0001835858009332
4 0 0 0.00018358577112766
4 0 0 0.0001786263520518
4 0 0 0.00017862627330255
4 0 0 0.00017821784390958
4 0 0 0.00017821769866928
4 0 0 0.00017542246777719
4 0 0 0.00017542244423526
4 0 0 0.00017529927657926
4 0 0 0.00017529922715028
4 0 0 0.00014059018476557
4 0 0 0.00014059015718865
4 0 0 0.0001333727837666
4 0 0 0.00013337276019699
4 0 0 0.00012911668292595
4 0 0 0.00012911664914428
4 0 0 0.00011372023775744
4 0 0 0.0001137202231159
4 0 0 0.00010291841946447
4 0 0 0.0001029183952238
4 0 0 8.6048864194057e-05
4 0 0 8.6048830924131e-05
4 0 0 8.3595681760141e-05
4 0 0 8.3595664841363e-05
4 0 0 7.7054261929233e-05
4 0 0 7.7054209723949e-05
4 0 0 3.9856192990952e-12
4 0 0 3.9780577950071e-12
4 0 0 3.9010255152681e-12
4 0 0 3.8914075075003e-12
4 0 0 3.1856565192153e-12
4 0 0 3.1811123875903e-12
4 0 0 3.133835202413e-12
4 0 0 3.1321589596346e-12
4 0 0 2.3744593611498e-12
4 0 0 2.3714007101082e-12
4 0 0 2.3248573806018e-12
4 0 0 2.3226227924653e-12
4 0 0 2.1470980682995e-12
4 0 0 2.1425299563337e-12
4 0 0 2.1213452675945e-12
4 0 0 2.1199425045618e-12
4 0 0 2.0551953204374e-12
4 0 0 2.0535796293172e-12
4 0 0 2.0160780852462e-12
4 0 0 2.0119437226896e-12
4 0 0 1.9998408943962e-12
4 0 0 1.997276360766e-12
4 0 0 1.8794858371439e-12
4 0 0 1.8760479347763e-12
4 0 0 1.5934268591032e-12
4 0 0 1.5830097346146e-12
4 0 0 1.5750868157079e-12
4 0 0 1.5712087027665e-12
4 0 0 1.5679218614671e-12
4 0 0 1.5665431807059e-12
4 0 0 1.5529812778909e-12
4 0 0 1.5483972459708e-12
4 0 0 1.4856539406975e-12
4 0 0 1.4826435596362e-12
4 0 0 1.4752158528236e-12
4 0 0 1.4737615180338e-12
4 0 0 1.1379355548482e-12
4 0 0 1.1341029301717e-12
4 0 0 1.0309690850042e-12
4 0 0 1.0304353371797e-12
4 0 0 9.5718010300754e-13
4 0 0 9.5591729906888e-13
4 0 0 9.0339600369571e-13
4 0 0 9.0169768019453e-13
4 0 0 8.7915005309224e-13
4 0 0 8.7811768700274e-13
4 0 0 8.5127703518592e-13
4 0 0 8.4942036056042e-13
4 0 0 8.0260161031336e-13
4 0 0 8.0099782156303e-13
4 0 0 7.9742299101981e-13
4 0 0 7.9657882771502e-13
4 0 0 7.9568910983452e-13
4 0 0 7.94804062786e-13
4 0 0 7.9405578257958e-13
4 0 0 7.9305629220265e-13
4 0 0 7.3470993232276e-13
4 0 0 7.3382172268651e-13
4 0 0 7.2787430134917e-13
4 0 0 7.2708534234928e-13
4 0 0 7.0993014765037e-13
4 0 0 7.0727901281468e-13
4 0 0 6.8249691776778e-13
4 0 0 6.8176065980027e-13
4 0 0 6.7379145075369e-13
4 0 0 6.7314808287986e-13
4 0 0 6.5169864948702e-13
4 0 0 6.5090050174634e-13
4 0 0 6.4336314057565e-13
4 0 0 6.4228187671836e-13
4 0 0 6.0911252844548e-13
