#  N    Kx    Ky    lambda
4 0 0 0.0010035309687057
4 0 0 0.0010035305437565
4 0 0 0.00086760093745047
4 0 0 0.00086760027660849
4 0 0 0.00085838327705956
4 0 0 0.00085838307131564
4 0 0 0.00077240139374698
4 0 0 0.00077240091650092
4 0 0 0.00074774802785535
4 0 0 0.0007477477678994
4 0 0 0.00068219024459196
4 0 0 0.00068218999905597
4 0 0 0.00063990164860064
4 0 0 0.00063990150485536
4 0 0 0.00061442394201442
4 0 0 0.00061442376832062
4 0 0 0.00061346732942574
4 0 0 0.0006134671193884
4 0 0 0.00061266556763484
4 0 0 0.00061266524746654
4 0 0 0.00056434619593699
4 0 0 0.0005643459824593
4 0 0 0.00053831746087773
4 0 0 0.00053831718592852
4 0 0 0.00051019646241647
4 0 0 0.00051019615385347
4 0 0 0.00048834526400102
4 0 0 0.00048834507926152
4 0 0 0.00046178872663113
4 0 0 0.00046178851744025
4 0 0 0.00045936801213294
4 0 0 0.00045936787810034
4 0 0 0.00044629937188358
4 0 0 0.00044629918701768
4 0 0 0.00042475879561783
4 0 0 0.00042475860414961
4 0 0 0.00041692370275692
4 0 0 0.00041692345359868
4 0 0 0.00039415070492229
4 0 0 0.00039415064295246
4 0 0 0.00038497745214514
4 0 0 0.00038497732853776
4 0 0 0.00037895049890515
4 0 0 0.00037895043290709
4 0 0 0.00037164970708953
4 0 0 0.00037164959593955
4 0 0 0.00035906175795395
4 0 0 0.00035906164567076
4 0 0 0.00034897722704749
4 0 0 0.00034897713824383
4 0 0 0.00034507142348683
4 0 0 0.00034507128814895
4 0 0 0.00032718022882494
4 0 0 0.00032718015946201
4 0 0 0.00031385255370078
4 0 0 0.0003138524037001
4 0 0 0.00030554070937999
4 0 0 0.00030554059012759
4 0 0 0.00030421959883706
4 0 0 0.0003042194835571
4 0 0 0.00030003569056967
4 0 0 0.00030003552735915
4 0 0 0.00028187106043772
4 0 0 0.00028187086848976
4 0 0 0.00028146902892247
4 0 0 0.00028146893650986
4 0 0 0.00026706927981147
4 0 0 0.00026706907663383
4 0 0 0.00026305634913593
4 0 0 0.00026305619141928
4 0 0 0.00025927267701128
4 0 0 0.00025927250669081
4 0 0 0.00025109291868237
4 0 0 0.00025109283058396
4 0 0 0.00024430440561127
4 0 0 0.0002443043204679
4 0 0 0.00023891931625316
4 0 0 0.00023891912081271
4 0 0 0.00023696919776272
4 0 0 0.00023696905041768
4 0 0 0.00022861071900832
4 0 0 0.00022861061764581
4 0 0 0.00022430467837684
4 0 0 0.00022430456016138
4 0 0 0.00022354823045378
4 0 0 0.00022354806896655
4 0 0 0.00022127229802267
4 0 0 0.00022127214759775
4 0 0 0.00021390458978251
4 0 0 0.00021390439145336
4 0 0 0.00019076880845283
4 0 0 0.00019076874460551
4 0 0 0.00018460842056627
4 0 0 0.00018460833789752
4 0 0 0.00018012885464163
4 0 0 0.00018012846601922
4 0 0 0.00017971096411323
4 0 0 0.00017971063803798
4 0 0 0.00017624829154246
4 0 0 0.00017624792720875
4 0 0 0.00017539643249786
4 0 0 0.0001753963831353
4 0 0 0.00013994556257177
4 0 0 0.00013994551951854
4 0 0 0.00013285978775498
4 0 0 0.00013285968675145
4 0 0 0.00012889961747133
4 0 0 0.00012889947634177
4 0 0 0.00011370353321741
4 0 0 0.00011370347914937
4 0 0 0.00010316518802756
4 0 0 0.00010316506241748
4 0 0 8.6770601190714e-05
4 0 0 8.6770446929422e-05
4 0 0 8.3837602601776e-05
4 0 0 8.3837546799569e-05
4 0 0 7.7127029209909e-05
4 0 0 7.7126980173813e-05
4 0 0 1.0259553582592e-10
4 0 0 1.025362266686e-10
4 0 0 1.0017950197145e-10
4 0 0 1.0014699441832e-10
4 0 0 8.1403380980561e-11
4 0 0 8.1370812610322e-11
4 0 0 7.9222048616058e-11
4 0 0 7.9166937775369e-11
4 0 0 6.0454303526532e-11
4 0 0 6.0425483020778e-11
4 0 0 5.9255133623425e-11
4 0 0 5.9224588551605e-11
4 0 0 5.6172426217461e-11
4 0 0 5.6113132914203e-11
4 0 0 5.5058939904877e-11
4 0 0 5.5008121302403e-11
4 0 0 5.3674506331986e-11
4 0 0 5.3620176053377e-11
4 0 0 5.346468601405e-11
4 0 0 5.3433356846748e-11
4 0 0 5.2302636135698e-11
4 0 0 5.2273602353183e-11
4 0 0 4.8717602610452e-11
4 0 0 4.8683435415218e-11
4 0 0 4.493630344416e-11
4 0 0 4.4783041066294e-11
4 0 0 4.4732885475373e-11
4 0 0 4.4665936971181e-11
4 0 0 4.3866272599138e-11
4 0 0 4.3682115779089e-11
4 0 0 4.173724837006e-11
4 0 0 4.1718774581902e-11
4 0 0 3.869122609848e-11
4 0 0 3.8656019375598e-11
4 0 0 3.8468101946014e-11
4 0 0 3.842016822874e-11
4 0 0 3.0121789146765e-11
4 0 0 3.0058817593364e-11
4 0 0 2.7158833548506e-11
4 0 0 2.7135974324214e-11
4 0 0 2.4893388350201e-11
4 0 0 2.4868654285907e-11
4 0 0 2.3842650895787e-11
4 0 0 2.3829184047916e-11
4 0 0 2.3218205769197e-11
4 0 0 2.3198734190103e-11
4 0 0 2.2592622903179e-11
4 0 0 2.2555748592419e-11
4 0 0 2.1235644006539e-11
4 0 0 2.1217778341517e-11
4 0 0 2.0820566681893e-11
4 0 0 2.0814382976551e-11
4 0 0 2.0800542077227e-11
4 0 0 2.0780292961424e-11
4 0 0 2.0708048075994e-11
4 0 0 2.0689964133636e-11
4 0 0 1.9573373331733e-11
4 0 0 1.9536532646997e-11
4 0 0 1.9098244908794e-11
4 0 0 1.9091927022076e-11
4 0 0 1.8699812870717e-11
4 0 0 1.8691099664735e-11
4 0 0 1.7719000998334e-11
4 0 0 1.7711001233235e-11
4 0 0 1.7651888842232e-11
4 0 0 1.7645551921487e-11
4 0 0 1.7311154870627e-11
4 0 0 1.7299516082863e-11
4 0 0 1.6832694529718e-11
4 0 0 1.6815051702658e-11
4 0 0 1.6016802956743e-11
4 0 0 1.6011121577123e-11
4 0 0 1.5846773703792e-11
4 0 0 1.5832128607938e-11
4 0 0 1.5793343277015e-11
4 0 0 1.578378986905e-11
4 0 0 1.5470495229039e-11
4 0 0 1.5466828466694e-11
4 0 0 1.5255438363438e-11
4 0 0 1.5234915673873e-11
4 0 0 1.4791205998205e-11
4 0 0 1.4784995221932e-11
4 0 0 1.4339174810628e-11
4 0 0 1.4325348097319e-11
4 0 0 1.395408123148e-11
4 0 0 1.3949304070507e-11
4 0 0 1.287037465793e-11
4 0 0 1.2865026216613e-11
4 0 0 1.2634973362398e-11
4 0 0 1.2630689263462e-11
4 0 0 1.200886600466e-11
4 0 0 1.1997891953868e-11
4 0 0 1.1445206362243e-11
4 0 0 1.1439231031577e-11
4 0 0 1.0882513004087e-11
4 0 0 1.0870084409351e-11
4 0 0 1.0385073636786e-11
4 0 0 1.0376318034606e-11
4 0 0 1.0252818396633e-11
4 0 0 1.0239740421545e-11
4 0 0 9.7825065634724e-12
4 0 0 9.7792357952742e-12
4 0 0 9.4459294638617e-12
4 0 0 9.44073922916e-12
4 0 0 9.4028191563411e-12
4 0 0 9.397885368441e-12
4 0 0 8.9804484286143e-12
4 0 0 8.9717023513445e-12
4 0 0 8.3474433339685e-12
4 0 0 8.3399531767e-12
4 0 0 8.297688110159e-12
4 0 0 8.2884562495571e-12
4 0 0 7.8970472095417e-12
4 0 0 7.8932187502525e-12
4 0 0 7.8649214184992e-12
4 0 0 7.8550131401004e-12
4 0 0 7.7267863928307e-12
4 0 0 7.7185303541843e-12
4 0 0 7.7109309188504e-12
4 0 0 7.6970446428676e-12
4 0 0 7.0454905395068e-12
4 0 0 7.0413860301619e-12
4 0 0 6.6661162248179e-12
4 0 0 6.6603832424522e-12
4 0 0 6.5116194469582e-12
4 0 0 6.5084709563558e-12
4 0 0 6.0720174449725e-12
4 0 0 6.0666057912352e-12
4 0 0 6.0108452515085e-12
4 0 0 6.0073046485899e-12
4 0 0 6.0044887402638e-12
4 0 0 6.0005276259992e-12
4 0 0 5.6223252327053e-12
4 0 0 5.6141242718167e-12
4 0 0 5.367413086816e-12
4 0 0 5.3613164585335e-12
4 0 0 5.2222447242781e-12
4 0 0 5.2140959479801e-12
4 0 0 5.0355833469485e-12
4 0 0 5.028057831265e-12
4 0 0 5.0228484705337e-12
4 0 0 5.0171014040511e-12
4 0 0 4.7437768105755e-12
4 0 0 4.7397600819261e-12
4 0 0 4.5416450544126e-12
4 0 0 4.5356346015304e-12
4 0 0 4.3587973497405e-12
4 0 0 4.3523193841668e-12
4 0 0 4.2458527920233e-12
4 0 0 4.2430347623477e-12
4 0 0 3.9982360876574e-12
4 0 0 3.9916813806879e-12
4 0 0 3.9469412348995e-12
4 0 0 3.9411265690769e-12
4 0 0 3.8768051791083e-12
4 0 0 3.8752275129568e-12
4 0 0 3.8485750571074e-12
4 0 0 3.84411692923e-12
4 0 0 3.6942500029934e-12
4 0 0 3.6892486233607e-12
4 0 0 3.3132105576455e-12
4 0 0 3.3093387307711e-12
4 0 0 3.2779619041074e-12
4 0 0 3.2747681714874e-12
4 0 0 2.9454206394966e-12
4 0 0 2.9427017523934e-12
4 0 0 2.7745512935281e-12
4 0 0 2.7713265206164e-12
4 0 0 2.7192429746667e-12
4 0 0 2.7140561759693e-12
4 0 0 2.7045547697538e-12
4 0 0 2.703350750992e-12
4 0 0 2.6392486727811e-12
4 0 0 2.6385149583936e-12
4 0 0 2.3841043410777e-12
4 0 0 2.3807846227743e-12
4 0 0 2.0665161738557e-12
4 0 0 2.0625158445047e-12
4 0 0 1.9547858036235e-12
4 0 0 1.9540515447414e-12
4 0 0 1.6918412928639e-12
4 0 0 1.6902658472419e-12
4 0 0 1.5658032208857e-12
4 0 0 1.5644807943501e-12
4 0 0 1.3771274703279e-12
4 0 0 1.374535078153e-12
4 0 0 1.2175037121906e-12
4 0 0 1.2145745975394e-12
4 0 0 8.9676603512812e-13
4 0 0 8.953263612986e-13
4 0 0 8.3267877788803e-13
4 0 0 8.3170807489827e-13
4 0 0 7.129460755582e-13
4 0 0 7.1178057698903e-13
4 0 0 6.9330096950286e-13
4 0 0 6.9230134670328e-13
4 0 0 6.87805416991e-13
4 0 0 6.8498426367648e-13
4 0 0 6.7152172111373e-13
4 0 0 6.7014807313842e-13
4 0 0 6.4344133068499e-13
4 0 0 6.4298372236876e-13
4 0 0 5.5553232396798e-13
4 0 0 5.5425532344857e-13
4 0 0 5.0665451917059e-13
4 0 0 5.0548400193871e-13
4 0 0 4.5399269440254e-13
