#  N    Kx    Ky    lambda
4 0 0 0.00099820607202586
4 0 0 0.00099820602266588
4 0 0 0.0008668040646623
4 0 0 0.00086680402305652
4 0 0 0.00085784024592776
4 0 0 0.00085784015088825
4 0 0 0.00077353935120467
4 0 0 0.00077353928416139
4 0 0 0.00074915049243463
4 0 0 0.00074915042650131
4 0 0 0.00068521419930453
4 0 0 0.00068521412464883
4 0 0 0.00064235980280855
4 0 0 0.00064235974621693
4 0 0 0.00061412617002274
4 0 0 0.00061412613241285
4 0 0 0.00061325627297992
4 0 0 0.00061325616868291
4 0 0 0.00061250367074617
4 0 0 0.00061250366018541
4 0 0 0.00056785779256806
4 0 0 0.00056785777121376
4 0 0 0.00054047355282318
4 0 0 0.0005404734965988
4 0 0 0.00050838910938902
4 0 0 0.00050838906930603
4 0 0 0.00048796520228997
4 0 0 0.00048796518000945
4 0 0 0.00046289331823325
4 0 0 0.00046289329825272
4 0 0 0.00046070647418748
4 0 0 0.00046070638165862
4 0 0 0.00044729339811208
4 0 0 0.00044729338561124
4 0 0 0.00042673884292555
4 0 0 0.00042673881931608
4 0 0 0.0004175430144216
4 0 0 0.00041754289633518
4 0 0 0.00039441839440643
4 0 0 0.00039441827715308
4 0 0 0.00038442054989317
4 0 0 0.0003844204498007
4 0 0 0.00037781168245751
4 0 0 0.0003778116526891
4 0 0 0.00037409634183765
4 0 0 0.00037409631922663
4 0 0 0.00035612334168628
4 0 0 0.00035612329958338
4 0 0 0.00034865975728866
4 0 0 0.00034865972347065
4 0 0 0.00034536735228032
4 0 0 0.0003453673047025
4 0 0 0.00032778414440918
4 0 0 0.0003277841267759
4 0 0 0.0003125367230466
4 0 0 0.00031253668631308
4 0 0 0.00030671218189017
4 0 0 0.00030671215350764
4 0 0 0.00030327137086845
4 0 0 0.00030327133647785
4 0 0 0.00029869956137085
4 0 0 0.00029869954101487
4 0 0 0.00028220448847112
4 0 0 0.00028220447156567
4 0 0 0.0002820462084847
4 0 0 0.00028204618707031
4 0 0 0.00026620835501377
4 0 0 0.0002662083234288
4 0 0 0.00026295503399337
4 0 0 0.00026295501525824
4 0 0 0.00025743188216838
4 0 0 0.00025743184100217
4 0 0 0.00025232348119613
4 0 0 0.00025232347365226
4 0 0 0.00024434492289595
4 0 0 0.00024434491455155
4 0 0 0.00023914880826397
4 0 0 0.00023914879427961
4 0 0 0.00023658782189912
4 0 0 0.00023658780501977
4 0 0 0.00022754347942856
4 0 0 0.00022754347161516
4 0 0 0.00022409291540747
4 0 0 0.00022409288749863
4 0 0 0.00022202506043253
4 0 0 0.00022202503567771
4 0 0 0.00022009129633633
4 0 0 0.00022009128246579
4 0 0 0.0002139382007356
4 0 0 0.00021393817088381
4 0 0 0.0001908483310494
4 0 0 0.00019084830437825
4 0 0 0.00018325526313831
4 0 0 0.00018325524302053
4 0 0 0.00017812368259958
4 0 0 0.00017812366970167
4 0 0 0.00017772040044904
4 0 0 0.00017772034787821
4 0 0 0.00017542023067183
4 0 0 0.00017542022543124
4 0 0 0.00017497739041608
4 0 0 0.00017497737549914
4 0 0 0.00014080908425961
4 0 0 0.00014080908329825
4 0 0 0.0001335437307371
4 0 0 0.00013354371594881
4 0 0 0.00012919767719612
4 0 0 0.00012919766492799
4 0 0 0.00011372498429681
4 0 0 0.00011372497869831
4 0 0 0.00010284898722089
4 0 0 0.00010284897771425
4 0 0 8.5805283739006e-05
4 0 0 8.5805271781975e-05
4 0 0 8.351288644524e-05
4 0 0 8.3512863681899e-05
4 0 0 7.7028155725256e-05
4 0 0 7.7028139620891e-05
4 0 0 3.9744899164721e-13
4 0 0 3.9622275378221e-13
4 0 0 3.8872934530822e-13
4 0 0 3.8775259477981e-13
4 0 0 3.1875765754514e-13
4 0 0 3.181250908392e-13
4 0 0 3.1493198506274e-13
4 0 0 3.1451355969232e-13
4 0 0 2.3803853046692e-13
4 0 0 2.3752349396428e-13
4 0 0 2.3300540613081e-13
4 0 0 2.3274641500199e-13
4 0 0 2.1482934906059e-13
4 0 0 2.1437831370729e-13
4 0 0 2.094217921106e-13
4 0 0 2.0920212105378e-13
4 0 0 2.0470803078212e-13
4 0 0 2.0401291982175e-13
4 0 0 1.988472438597e-13
4 0 0 1.9869326700133e-13
4 0 0 1.9835933612422e-13
4 0 0 1.9788431524457e-13
4 0 0 1.8677798625624e-13
4 0 0 1.8628959857377e-13
4 0 0 1.5467765541803e-13
4 0 0 1.5458062652454e-13
4 0 0 1.5396761367953e-13
4 0 0 1.5246239218216e-13
4 0 0 1.5183575788367e-13
4 0 0 1.5141633875332e-13
4 0 0 1.4988311692063e-13
4 0 0 1.4951349232504e-13
4 0 0 1.4792470531367e-13
4 0 0 1.4714604260119e-13
4 0 0 1.4602430768564e-13
4 0 0 1.4538911797354e-13
4 0 0 1.1258485539126e-13
4 0 0 1.1195743711734e-13
4 0 0 1.0202022048385e-13
4 0 0 1.0179682238863e-13
4 0 0 9.5360833766078e-14
4 0 0 9.5228911602617e-14
4 0 0 8.9405551523243e-14
4 0 0 8.9137921180129e-14
4 0 0 8.6909629582346e-14
4 0 0 8.673416724826e-14
4 0 0 8.3920149979648e-14
4 0 0 8.3864437786583e-14
4 0 0 7.9954556165209e-14
4 0 0 7.9808715848242e-14
4 0 0 7.9360412877611e-14
4 0 0 7.9288264226632e-14
4 0 0 7.883226268768e-14
4 0 0 7.8668755287164e-14
4 0 0 7.8444065914122e-14
4 0 0 7.8153880230852e-14
4 0 0 7.2482894133292e-14
4 0 0 7.2317493472575e-14
4 0 0 7.2240469962623e-14
4 0 0 7.2161881410288e-14
4 0 0 7.0238000394467e-14
4 0 0 7.0014538563906e-14
4 0 0 6.8231648784816e-14
4 0 0 6.8065053974795e-14
4 0 0 6.6775125811885e-14
4 0 0 6.6403500778343e-14
4 0 0 6.436366678106e-14
4 0 0 6.4292793618079e-14
4 0 0 6.4184064448813e-14
4 0 0 6.4060745802179e-14
4 0 0 6.0625697160786e-14
4 0 0 6.0512907386589e-14
4 0 0 6.023317436972e-14
4 0 0 6.0145550670195e-14
4 0 0 5.9171967283178e-14
4 0 0 5.8948614739604e-14
4 0 0 5.6880306228093e-14
4 0 0 5.6774594263332e-14
4 0 0 5.6597105812522e-14
4 0 0 5.6515097448373e-14
4 0 0 5.4898068070373e-14
4 0 0 5.4802253172021e-14
4 0 0 5.3170080986577e-14
4 0 0 5.3076548572407e-14
4 0 0 5.0176188742335e-14
4 0 0 5.0010896073736e-14
4 0 0 4.8793386284284e-14
4 0 0 4.8659996899342e-14
4 0 0 4.6062937215015e-14
4 0 0 4.5949923838589e-14
4 0 0 4.5427528240237e-14
4 0 0 4.5245986761364e-14
4 0 0 4.2284893462705e-14
4 0 0 4.2121838864474e-14
4 0 0 4.2111996934269e-14
4 0 0 4.2012248295734e-14
4 0 0 3.8818397606096e-14
4 0 0 3.8654450689049e-14
4 0 0 3.8563244917256e-14
4 0 0 3.838798523385e-14
4 0 0 3.68960250208e-14
4 0 0 3.6863941191948e-14
4 0 0 3.5165108977942e-14
4 0 0 3.5033808592471e-14
4 0 0 3.4988302604752e-14
4 0 0 3.4850723187363e-14
4 0 0 3.2289489853715e-14
4 0 0 3.2198752751353e-14
4 0 0 3.1576842465911e-14
4 0 0 3.1526130885869e-14
4 0 0 3.0859020913082e-14
4 0 0 3.0754215213398e-14
4 0 0 3.0413853508657e-14
4 0 0 3.0341111934391e-14
4 0 0 2.9927334631598e-14
4 0 0 2.979005713364e-14
4 0 0 2.9326132823184e-14
4 0 0 2.9248570484388e-14
4 0 0 2.9062177704663e-14
4 0 0 2.8910691174064e-14
4 0 0 2.7048190100993e-14
4 0 0 2.6950021776601e-14
4 0 0 2.6274196607671e-14
4 0 0 2.619951383729e-14
4 0 0 2.4578201241901e-14
4 0 0 2.4555721497137e-14
4 0 0 2.3280754835281e-14
4 0 0 2.3164021457935e-14
4 0 0 2.277007653695e-14
4 0 0 2.2710073029732e-14
4 0 0 2.2030769974532e-14
4 0 0 2.1974852019373e-14
4 0 0 2.0724943740722e-14
4 0 0 2.0658898644196e-14
4 0 0 1.9668681179872e-14
4 0 0 1.9634632425708e-14
4 0 0 1.9525531168125e-14
4 0 0 1.9484646440039e-14
4 0 0 1.9343584649279e-14
4 0 0 1.9302501090953e-14
4 0 0 1.9227616977401e-14
4 0 0 1.9164429692683e-14
4 0 0 1.763847194662e-14
4 0 0 1.7558177736174e-14
4 0 0 1.7227706393234e-14
4 0 0 1.7200576847441e-14
4 0 0 1.6818401075957e-14
4 0 0 1.6789069573751e-14
4 0 0 1.6091700129546e-14
4 0 0 1.6065183939765e-14
4 0 0 1.5032347350422e-14
4 0 0 1.4925425325809e-14
4 0 0 1.4821866714163e-14
4 0 0 1.4776614490169e-14
4 0 0 1.4544166644072e-14
4 0 0 1.4526259576356e-14
4 0 0 1.44517512787e-14
4 0 0 1.4405785028187e-14
4 0 0 1.3718299423465e-14
4 0 0 1.3674557412012e-14
4 0 0 1.2366862612905e-14
4 0 0 1.2323957542155e-14
4 0 0 1.2303395837722e-14
4 0 0 1.2235365885238e-14
4 0 0 1.1024430061196e-14
4 0 0 1.0993312499267e-14
4 0 0 1.0628926075304e-14
4 0 0 1.0579395729119e-14
4 0 0 1.0496775790287e-14
4 0 0 1.048081902281e-14
4 0 0 1.0230442421688e-14
4 0 0 1.0185997278325e-14
4 0 0 1.0154186370102e-14
4 0 0 1.0117687543426e-14
4 0 0 9.4847422931573e-15
4 0 0 9.439672605392e-15
4 0 0 7.5477508739785e-15
4 0 0 7.5377458436652e-15
4 0 0 7.3541160948071e-15
4 0 0 7.3167968477976e-15
4 0 0 6.5352503694506e-15
4 0 0 6.5090862768593e-15
4 0 0 5.9775017993654e-15
4 0 0 5.9672802043922e-15
4 0 0 5.0210293953985e-15
4 0 0 4.994298098961e-15
4 0 0 4.3536454394044e-15
4 0 0 4.3316230567586e-15
4 0 0 3.3417572603636e-15
4 0 0 3.3167464810175e-15
4 0 0 2.9546788283527e-15
4 0 0 2.9259511579729e-15
4 0 0 2.6291155632344e-15
4 0 0 2.604347320946e-15
4 0 0 2.5601350871866e-15
4 0 0 2.5473684739242e-15
