8,6,-0.25,1.0,0,0.826129968033996
8,12,-0.25,2.0,0,1.0834953402302927
8,18,-0.25,3.0,0,1.247298749739423
8,24,-0.25,4.0,0,1.5452520496885964
8,30,-0.25,5.0,0,1.6537484319559947
8,36,-0.25,6.0,0,1.471399870903647
8,12,-0.25,0.5,0,1.0834953402482352
8,24,-0.25,1.0,0,1.2153618087872573
8,36,-0.25,1.5,0,1.1779596571779771
8,48,-0.25,2.0,0,1.2203894615970385
8,60,-0.25,2.5,0,1.2563960354650223
8,72,-0.25,3.0,0,1.3467361570741312
8,18,-0.25,0.3333333333333333,0,1.247298749739517
8,36,-0.25,0.6666666666666666,0,1.1779596557208352
8,54,-0.25,1.0,0,1.2627825930067877
8,72,-0.25,1.3333333333333333,0,1.2141640005655987
8,90,-0.25,1.6666666666666667,0,1.2023948762488648
8,108,-0.25,2.0,0,1.2435462740354308
8,24,-0.25,0.25,0,1.5452520729018966
8,48,-0.25,0.5,0,1.2203894618663194
8,72,-0.25,0.75,0,1.2141640014383621
8,96,-0.25,1.0,0,1.2785509137941256
8,120,-0.25,1.25,0,1.2411974075998575
8,144,-0.25,1.5,0,1.2045956844945533
8,30,-0.25,0.2,0,1.6537484319643583
8,60,-0.25,0.4,0,1.2563960344181535
8,90,-0.25,0.6,0,1.202394876451697
8,120,-0.25,0.8,0,1.2411974079152412
8,150,-0.25,1.0,0,1.2857902791949851
8,180,-0.25,1.2,0,1.25947459943166
8,36,-0.25,0.16666666666666666,0,1.4713998974676135
8,72,-0.25,0.3333333333333333,0,1.3467361576262769
8,108,-0.25,0.5,0,1.2435462740669425
8,144,-0.25,0.6666666666666666,0,1.2045956862783858
8,180,-0.25,0.8333333333333334,0,1.2594745968122727
8,216,-0.25,1.0,0,1.2897084442982194
