8,6,0.0,0.1,0.9528879408627671
8,6,0.0,0.2,0.9527012660293236
8,6,0.0,0.3,0.9525167979354252
8,6,0.0,0.4,0.9524078357391431
8,6,0.0,0.5,0.9523887962013827
8,6,0.0,0.6,0.9524078368153379
8,6,0.0,0.7,0.9525167964992125
8,6,0.0,0.8,0.9527012669790144
8,6,0.0,0.9,0.9528889075229124
8,6,0.0,1.1,0.9528879411347725
8,6,0.0,1.2,0.9527012659962286
8,6,0.0,1.3,0.9525167974579212
8,6,0.0,1.4,0.9524078356682484
8,6,0.0,1.5,0.9523887974499384
8,6,0.0,1.6,0.9524078358933096
8,6,0.0,1.7,0.952516797181441
8,6,0.0,1.8,0.9527012664510888
8,6,0.0,1.9,0.9528879411567828
8,6,0.0,2.1,0.9528887547693649
8,6,0.0,2.2,0.9527012662878216
8,6,0.0,2.3,0.9525167966154925
8,6,0.0,2.4,0.9524078352901152
8,6,0.0,2.5,0.9523887964068816
8,6,0.0,2.6,0.9524078359287191
8,6,0.0,2.7,0.952516798089192
8,6,0.0,2.8,0.9527012665707418
8,6,0.0,2.9,0.952887979293138
8,6,-0.25,0.1,0.8248000659005521
8,6,-0.25,0.2,0.822058232580576
8,6,-0.25,0.3,0.8189984275535519
8,6,-0.25,0.4,0.816623081436384
8,6,-0.25,0.5,0.8157296630182319
8,6,-0.25,0.6,0.8166230799935761
8,6,-0.25,0.7,0.8189984281093561
8,6,-0.25,0.8,0.82205823283308
8,6,-0.25,0.9,0.824800066140744
8,6,-0.25,1.1,0.8248000658637601
8,6,-0.25,1.2,0.822058232633964
8,6,-0.25,1.3,0.818998427964672
8,6,-0.25,1.4,0.8166230819463959
8,6,-0.25,1.5,0.8157296626084439
8,6,-0.25,1.6,0.816623080015212
8,6,-0.25,1.7,0.8189984274243121
8,6,-0.25,1.8,0.822058232599008
8,6,-0.25,1.9,0.8248000658959801
8,6,-0.25,2.1,0.82480006582416
8,6,-0.25,2.2,0.8220582325796759
8,6,-0.25,2.3,0.8189984281125599
8,6,-0.25,2.4,0.81662308021746
8,6,-0.25,2.5,0.8157296626448401
8,6,-0.25,2.6,0.8166230800906319
8,6,-0.25,2.7,0.8189984274428879
8,6,-0.25,2.8,0.822058232680512
8,6,-0.25,2.9,0.824800065870744
