8,24,1.0,-0.25,1.2153618088977576
8,24,1.0,-0.24,1.2161352158434922
8,24,1.0,-0.23,1.2166575395112358
8,24,1.0,-0.22,1.2167003220498656
8,24,1.0,-0.21,1.2167416820184154
8,24,1.0,-0.2,1.2167814336583997
8,24,1.0,-0.19,1.2168193706914021
8,24,1.0,-0.18,1.216855264807013
8,24,1.0,-0.17,1.2168888627401415
8,24,1.0,-0.16,1.216919884392785
8,24,1.0,-0.15,1.216948018135578
8,24,1.0,-0.14,1.2169729172788823
8,24,1.0,-0.13,1.2169941969668827
8,24,1.0,-0.12,1.2170114276744322
8,24,1.0,-0.11,1.2170241303739322
8,24,1.0,-0.1,1.2170317699979318
8,24,1.0,-0.09,1.2170337476258153
8,24,1.0,-0.08,1.2170293924636253
8,24,1.0,-0.07,1.217017951189534
8,24,1.0,-0.06,1.2169985770749998
8,24,1.0,-0.05,1.2169703162087158
8,24,1.0,-0.04,1.2169320917672184
8,24,1.0,-0.03,1.21688268610794
8,24,1.0,-0.02,1.2168207190230134
8,24,1.0,-0.01,1.2167446225311944
8,24,1.0,0.01,1.2165426461029865
8,24,1.0,0.02,1.2164123938688172
8,24,1.0,0.03,1.2162591751063772
8,24,1.0,0.04,1.216079904800113
8,24,1.0,0.05,1.215871018895727
8,24,1.0,0.06,1.215628386254794
8,24,1.0,0.07,1.2153472010299393
8,24,1.0,0.08,1.215021851283452
8,24,1.0,0.09,1.2146457570968976
8,24,1.0,0.1,1.2142111691207134
8,24,1.0,0.11,1.2137089212857342
8,24,1.0,0.12,1.2131281155810556
8,24,1.0,0.13,1.2124557282359134
8,24,1.0,0.14,1.2116761071506714
8,24,1.0,0.15,1.2107703284475724
8,24,1.0,0.16,1.2097153632847202
8,24,1.0,0.17,1.2084829952843175
8,24,1.0,0.18,1.207038390798292
8,24,1.0,0.19,1.2053381998267811
8,24,1.0,0.2,1.1999230556690303
8,24,1.0,0.21,1.19338823836656
8,24,1.0,0.22,1.1858992186912818
8,24,1.0,0.23,1.1772450220599877
8,24,1.0,0.24,1.167152534044963
8,24,1.0,0.25,1.1552636548833233
